"id","dz_user_id","dz_artist_id"
"1055","4021","109"
"1056","4196","109"
"1057","4381","109"
"1058","4507","109"
"1060","5925","109"
"1061","6135","109"
"1063","7776","109"
"1067","9381","109"
"1068","9600","109"
"1069","10843","109"
"1070","10918","109"
"1071","12189","109"
"1072","13399","109"
"1073","13666","109"
"1074","13766","109"
"1075","14350","109"
"1077","16732","109"
"1078","16984","109"
"1079","17331","109"
"1080","17740","109"
"1082","18644","109"
"1083","18967","109"
"1085","33660","110"
"1086","60315","110"
"1087","119321","110"
"1088","162972","110"
"1089","163669","110"
"1091","165091","110"
"1092","169235","110"
"1094","199257","110"
"1095","209633","110"
"1096","232082","110"
"1098","281909","110"
"1099","282164","110"
"1100","283954","110"
"1101","288083","110"
"1102","288891","110"
"1103","303977","110"
"1104","309509","110"
"1105","316118","110"
"1106","327497","110"
"1107","327577","110"
"1108","333104","110"
"1109","353529","110"
"1110","366389","110"
"1111","368893","110"
"1112","383174","110"
"1113","402258","110"
"1114","404072","110"
"1115","406377","110"
"1116","430776","110"
"1117","434771","110"
"1118","436447","110"
"1119","436922","110"
"1120","437219","110"
"1121","451871","110"
"1122","468142","110"
"1123","468349","110"
"1124","477819","110"
"1126","484408","110"
"1128","509107","110"
"1129","2407","111"
"1130","2409","111"
"1131","9383","111"
"1132","13445","111"
"1136","27421","111"
"1137","39810","111"
"1138","45161","111"
"1140","47105","111"
"1143","64826","111"
"1145","70425","111"
"1146","79639","111"
"1147","87089","111"
"1148","92777","111"
"1150","112675","111"
"1151","123191","111"
"1152","125851","111"
"1153","133298","111"
"1154","133456","111"
"1155","136969","111"
"1156","144934","111"
"1159","164499","111"
"1161","171477","111"
"1162","174548","111"
"1163","175088","111"
"1164","176394","111"
"1165","182658","111"
"1166","187042","111"
"1167","188665","111"
"1168","189631","111"
"1169","196173","111"
"1170","199890","111"
"1171","15","112"
"1172","93","112"
"1174","1152","112"
"1175","2262","112"
"1176","2708","112"
"1177","3454","112"
"1178","3821","112"
"1179","4554","112"
"1180","4564","112"
"1181","5239","112"
"1182","5742","112"
"1186","6618","112"
"1187","6779","112"
"1188","7015","112"
"1190","8181","112"
"1192","8689","112"
"1193","9229","112"
"1194","9666","112"
"1196","9921","112"
"1197","11171","112"
"1198","11664","112"
"1199","13753","112"
"1200","14108","112"
"1201","16457","112"
"1202","17132","112"
"1203","17184","112"
"1204","19026","112"
"1205","19223","112"
"1206","19432","112"
"1207","19721","112"
"1209","48004","113"
"1210","52316","113"
"1211","52427","113"
"1213","78152","113"
"1214","100110","113"
"1215","101657","113"
"1216","134791","113"
"1217","157173","113"
"1219","162544","113"
"1220","169294","113"
"1221","174362","113"
"1222","174849","113"
"1223","181467","113"
"1224","203432","113"
"1225","203683","113"
"1226","204272","113"
"1227","207487","113"
"1228","223170","113"
"1229","230433","113"
"1230","231899","113"
"1231","236724","113"
"1232","239332","113"
"1233","247177","113"
"1234","256116","113"
"1235","263267","113"
"1236","266221","113"
"1237","276362","113"
"1238","277609","113"
"1239","277705","113"
"1240","278249","113"
"1241","280257","113"
"1243","284699","113"
"1244","287156","113"
"1245","290450","113"
"1246","291097","113"
"1247","291589","113"
"1248","292083","113"
"1249","293140","113"
"1250","296055","113"
"1252","31382","114"
"1253","82836","114"
"1255","102094","114"
"1256","130134","114"
"1257","181399","114"
"1258","186429","114"
"1259","191626","114"
"1260","192894","114"
"1261","194989","114"
"1262","199427","114"
"1263","201107","114"
"1264","207116","114"
"1265","207188","114"
"1266","222166","114"
"1267","224187","114"
"1268","230059","114"
"1269","230078","114"
"1270","230138","114"
"1271","233472","114"
"1272","248187","114"
"1273","261316","114"
"1274","275250","114"
"1275","279630","114"
"1276","282309","114"
"1277","293455","114"
"1279","295275","114"
"1280","299759","114"
"1281","301046","114"
"1282","307470","114"
"1283","307900","114"
"1285","315518","114"
"1286","316883","114"
"1287","321522","114"
"1288","350289","114"
"1289","353961","114"
"1290","368946","114"
"1291","406192","114"
"1292","65386","115"
"1293","126635","115"
"1294","127214","115"
"1295","177363","115"
"1296","190307","115"
"1297","200470","115"
"1298","269002","115"
"1299","269338","115"
"1300","270855","115"
"1301","292878","115"
"1302","299624","115"
"1303","311158","115"
