"id","name","gid"
"795","Girl Talk","3c1478c8-a8af-4ddd-83ff-26fe9720cab4"
"796","Träd Gräs Och Stenar",\N
"797","Bloc Party","8c538f11-c141-4588-8ecb-931083524186"
"798","Polysics","b7d567df-e26b-4da1-b29d-f903f0ff9bbc"
"799","Suicide","7a0f02e0-0ab8-4a62-9e14-c6925cfaed07"
"800","Electric Prunes","8cb8b329-e152-4394-80d0-6aab033ec16c"
"801","The Octopus Project","aaf92b5a-199c-4b1b-969d-7a915ffb6f0f"
"802","Soft Boys","ae362950-090f-4686-82da-9d22a5f88f2e"
"803","Laurie Anderson","86809b51-cbe2-45f1-804a-e66eed635dea"
"804","Studio","63070885-2d88-4ce5-afad-21d08c7189ea"
"805","José González",\N
"806","Bat For Lashes","10000730-525f-4ed5-aaa8-92888f060f5f"
"807","White Williams","3c58bb82-38ef-40c6-889f-8e3d2011eca6"
"808","Dave Dee, Dozy, Beaky, Mick & Titch",\N
"809","Kavinsky","eb6de5f6-98f8-4b5a-bfdc-f87fa4936baa"
"810","Of Montreal","8475297d-fb78-4630-8d74-9b87b6bb7cc8"
"811","Diplo","a56bd8f9-8ef8-4d63-89a4-794ed1360dd2"
"812","Ane Brun","d735497b-25f9-4503-8fb5-f50150730c18"
"813","Guillemots","42555956-bf57-4240-aadf-b58e6762932c"
"814","Señor Coconut and his Orchestra","bf8ef2b1-c3c5-42cd-9dee-871340699a45"
"815","The Sundays","9df32318-47d5-4df7-bc68-3ed9e15eb0f6"
"816","Nine Black Alps","75a881d8-80de-4f60-b56a-4eaaa29530d9"
"817","Irene","c12fed3f-b7b3-4b5a-86a5-76fcfaa30e34"
"818","The Billionaires","5b07d9f2-3e5f-4f37-91d0-6d2e3b9a0c97"
"819","Aimee Mann","db3c0a20-bf05-4b30-ac22-f294aea24172"
"820","The Cardigans","3e55d51d-687f-4a9d-af96-2fabccf802e5"
"821","Club 8","e7fa2614-2da5-496f-b575-07ece506a5d2"
"822","Beth Orton","214d84a5-e9e5-4432-af95-8c84da7ba4c0"
"823","Ivy","be73a6a0-4733-4c56-8139-7a2c69196923"
"824","Texas","7289d10d-d8d2-41ff-8308-c56ec9346e07"
"825","Beth Gibbons & Rustin' Man",\N
"826","The Pipettes","a70a1fb0-ed96-46b9-8e99-ec7138ed806e"
"827","Susanna","fc81390b-1ea4-4935-8566-f179a33c5b77"
"828","Lotte Kestner","593976d0-74dd-4231-8e5b-9a6ab7208a02"
"829","The Baldwin Brothers","f73c5154-fabb-4c62-9f76-bc13ddb257f6"
"830","Lillix","fd90af91-ed07-4e85-8816-26c954fe5286"
"831","The Muffs","72186b6a-fe30-4e2a-9c31-852e23ff93af"
"832","Len","f7f4c28d-2a57-4c44-a74d-112105bbeaeb"
"833","Kim Wilde","4b462375-c508-432a-8c88-ceeec38b16ae"
"834","Keane","c7020c6d-cae9-4db3-92a7-e5c561cbad50"
"835","Paul Oakenfold","7bf1f441-ccf1-4258-9797-07c8d16eb44c"
"836","Henry Mancini","83e71a21-caf7-4e48-8ff7-6512d51e88a3"
"837","Thomas Newman","348f3a5f-5112-4d72-b33b-11c60b4f9af2"
"838","Ralph Myerz and The Jack Herren Band","1ab67c63-535b-4f92-869b-a42d54c5e91d"
"839","The Landau Orchestra","3d85e326-78a6-4965-b81d-ee30960fac08"
"840","David Arnold,Nina Persson,David Arnold",\N
"841","Eels","14387b0f-765c-4852-852f-135335790466"
"842","The Wallflowers","d9c90718-d54d-4ccf-a92e-37a5415ce299"
"843","Fiona Apple","a9ee533f-8871-4f62-a6bb-91eb264abc90"
"844","The Last Shadow Puppets","8a3e1c4f-59a8-457a-826c-fe961419a8ae"
"845","The Kooks","f82f3a3e-29c2-42ca-b589-bc5dc210fa9e"
"846","Rilo Kiley","eaf6a7ca-105d-4a94-ba02-8c3e4040319a"
"847","Broadcast","aaae25bf-c794-45d7-bab7-cdc7c655bfa6"
"848","Nerina Pallot","da12455f-733b-46b4-ad6b-aa575914fc6b"
"849","Maxïmo Park",\N
"850","Manic Street Preachers","32efea44-6cb5-4b4f-bdaa-c8b8f6cef981"
"851","Lightspeed Champion","73fd884f-c4df-4852-9f4a-13057d0a3ebd"
"852","Madita","a11ac47a-b5f5-4a2f-be4b-bb955351f17b"
"853","Boo and Boo Too","103d62e9-1068-4a31-a8de-52a639d862c3"
"854","Chandeliers",\N
"855","Fiasco","ea930ccf-8bd0-4494-a81f-ae03bc109a7a"
"856","Kinetic Stereokids","08ff774d-aa78-4ff3-a96d-c102186560af"
"857","The Lemurs","2acc493e-aaf0-4a5a-a77c-f1055dce6900"
"858","Marcio Local",\N
"859","The Organ","2d12e7de-449d-4151-bc65-e5bad7ace24a"
"860","The Terror Pigeon Dance Revolt!","656ae22b-953c-4e56-9d7a-cfce5cbd3d94"
"861","The Good Players","6fa309fe-a379-4757-a99c-154a6db00122"
"862","Wax Fang","3fb82188-64ff-445e-a7a2-5df527a0f575"
"863","Yonlu",\N
"864","DatA","f11e83a3-f5c5-4480-923c-64ba532a8733"
"865","Sterling Simms","e80c46f2-48cc-4156-a091-e6d49dacf2b1"
"866","Madlib","ea9078ef-20ca-4506-81ea-2ae5fe3a42e8"
"867","Windsurf","71a31984-56f8-4ffc-90c1-1858f42a3711"
"868","Pallers","4013e93c-a4d0-4c79-b0d8-be96ed8b8607"
"869","Sharen Clark & The Product Of Time",\N
"870","The Mountain Goats","9639cd52-c351-4a17-9797-58880e95a7ef"
"871","B. Rich","71b8dba7-625d-453d-bf8b-6c073534425d"
"872","Blackout Beach","1acce10d-78d2-4f87-80b9-fa67b5158aaa"
"873","Gang Gang Dance","83f1cb07-1745-48e6-8576-428604e67aa8"
"874","Crystal Stilts","000fecd9-ae03-49bc-9a08-636dde5d405d"
"875","DJ Earworm","e407802a-bfc3-4979-a5e1-3196ccf9c8d9"
"876","MIT","103fa42d-b4fa-43dd-9c83-d13cf5c0f93b"
"877","Avoidance Theory","bea39b5e-21a5-43e3-9c68-f3cbf41c923b"
"878","Les Blanks","3df86510-43b6-454f-a741-c10cc0fdcc0e"
"879","Silver Jews","1bc2d696-c0e2-480d-87ed-17b2a82d7983"
"880","Night Horse","da135107-f4d3-4fa2-8e2f-e14aa69f67ae"
"881","Woven Hand",\N
"882","Jarboe","9b7130d0-558a-4599-b721-04b68c43aaad"
"883","Styx Tyger",\N
"884","canine","06268595-e3e5-4dfd-9f8d-feda00e67ff1"
"885","Future of The Left","82c5d269-41b3-498b-8596-d960c7556268"
"886","Creaky Boards","ee3b666a-1081-4650-9feb-ff71a4a25dae"
"887","Home Video","c8a4c5dd-d332-4045-92ea-a8a7970ec294"
"888","Jared Mees & The Grown Children","15d9100f-cc8e-4948-a412-03dcc2ba09f1"
"889","Priya Thomas","a1a86044-b5c9-48b8-8fb3-514d12869b39"
"890","Andrew Bird","081b133e-ce74-42ba-92c1-c18234acb532"
"891","Ivana XL","595be64a-c208-4f3f-a6af-9735f76b384a"
"892","Rockettothesky","8df4098f-2386-4133-be1a-6c1163bdd10e"
"893","John D. Loudermilk","e5fbd7a7-eaaa-49fa-8512-ac2d1b416011"
"894","The Apples In Stereo","ea075268-e5ea-40f7-b9c3-68b039218a88"
"895","The Historics",\N
"896","Melpo Mene","72a4f1ba-de2b-424e-a8d8-7fcdf3e067df"
"897","Pollyanna","6a67372b-a40c-4853-a70c-0a755d1aaacb"
"898","Starkeys","e4cbed03-aeea-42b4-aaa0-b165555725a4"
"899","The Weather Machines","670ea7c0-ded5-4ad5-b2b9-45e7f2729eb3"
"900","Back Door Slam","b7aa3a81-01f7-4603-905f-8de902528ba9"
"901","The Moondoggies","174744a2-8f85-4602-a0e6-5f2097c2e945"
"902","Unknown Artist",\N
"903","Blind Man's Colour","c9fa426f-2209-4d00-9b94-9f0a20466990"
"904","Brian Storming","c72af66b-c382-4666-b9af-ce537b883413"
"905","Absentee","f25ede63-ae9d-4070-bf36-0d1cbe2ee1f3"
"906","Fight Like Apes","1cc5e789-3486-4a1b-8a38-fa2b59f4634e"
"907","Le Man Avec Les Lunettes","472c8ab8-73e5-4b53-a810-ba631394caa7"
"908","ERA","881c5eec-ab10-4523-98cc-0abf43900065"
"909","Roddy Hart","65feda34-ab02-47e6-a89e-c88a7436b52b"
"910","Blacanova","581b6ace-1980-41fb-beaf-bde4eb8b5b71"
"911","Michael Franti and Spearhead","e23eac42-f904-47da-8599-823ff431bea4"
"912","Damien Rice","2119beb8-6ac5-4f21-82a4-b831c90c0024"
"913","Regina Spektor","fbb375f9-48bb-4635-824e-4120273b3ba7"
"914","Daedelus","c787a7a5-e143-4ba6-86df-fab2354dcd44"
"915","vitaminsforyou","9be731ea-44a0-42a9-8074-e48f88a7f86a"
"916","Elk City","cae368cc-fcc6-4d09-b876-c2790c8d7376"
"917","The Pains of Being Pure At Heart","46f4e349-ddec-4131-9367-91b630a821d0"
"918","Fucked Up","19202b40-eb93-48a0-b6fc-fce9568182aa"
"919","Q-Tip","b3c94036-6166-41d2-91a2-dc3a0b5fa188"
"920","Camper Van Beethoven","0ee7e64d-90ca-406b-b59a-3e551c556dbe"
"921","Cracker","ca48bfb8-37c5-4a04-9837-a07975ee0cd3"
"922","Drive-By Truckers","8eae1e0a-1696-4532-9e3c-0a072217ef4c"
"923","Guster","6cbe1e63-5895-4168-ac7e-f0d2836ba0c1"
"924","Pinback","1f16a425-2606-4137-a6b7-234b6dabe037"
"925","A Silver Mt Zion",\N
"926","Alan Cohen Experience",\N
"927","Between The Pine","bfa056d0-df18-4ae2-83ae-51c95f336640"
"928","Eagle and Talon","6d58a091-e4cc-41fd-b7c9-b9ec34557331"
"929","Lady Genius",\N
"930","Nick Jaina","329173b0-a27e-4ce1-8ada-0ff863a7c445"
"931","One for the Team","6e6ab9fd-ea66-4f95-9a33-3b826dd72536"
"932","Travis","22a40b75-affc-4e69-8884-266d087e4751"
"933","qoso",\N
"934","DJ Zizisso","3d4cbea5-1094-4242-8da0-20d688a4d802"
"935","Vybz Kartel","7cc385f3-333c-48de-b341-3d728de74973"
"936","sis","dd296d87-85a7-4323-8c0a-74288314c24f"
"937","Amadou & Mariam","1fb60b6c-0f4d-42b4-8a5e-de705ec76660"
"938","Empire of The Sun","ac7e838c-3d95-47c2-92a9-81767ad7c217"
"939","Young Lords","bacf3707-9012-4e8e-8027-ba88c40f7978"
"940","Samantha Crain","44c66117-552e-4e4d-a969-fb0fca779267"
"941","McCarthy Trenching","5ca264e3-0385-489f-9d11-9bb1089bada0"
"942","Katie Herzig","ab7db86c-6d22-4b8c-b084-56e62ac61c0d"
"943","Sam Champion","757f34e0-bdb6-441a-af3c-7c0f36fb78c5"
"944","Lambchop","f75150f0-d80d-4c34-903b-6acfb47b63ee"
"945","Malajube","9af2e75f-5eed-4008-88dc-d9491625434f"
"946","Sgt. Sass",\N
"947","SGT SASS,blue eyes",\N
"948","Sgt Sass",\N
"949","Skitsnygg",\N
"950","DJ Donna Summer","5c01ba41-ab67-47c4-ba4c-4f40b2724afd"
"951","Wildlife","3a40b942-43d4-4763-b7d1-11848142d7ac"
"952","Act Yo Age","cd00cc4c-24f0-4447-bf12-e7a2d1c4775d"
"953","The Replacements","dc0d05ce-2f47-4962-b4fa-8631a0a51987"
"954","M.I.A. feat. Wale",\N
"955","M.I.A feat. Jay-Z",\N
"956","Valley Lodge","c5140890-8d98-4e41-8f13-cf80235c402c"
"957","Sol Seppy","3a655c1f-fb31-431e-a6a8-92e80fa0c976"
"958","Kas Product","0450cc6d-6130-41df-bf08-b3a23e333aaf"
"959","Daniel Martin Moore","ec00bb41-4c82-4948-a6de-155422b215a1"
"960","Eminem","b95ce3ff-3d05-4e87-9e01-c97b66af13d4"
"961","Black Vatican",\N
"962","Lizzy Grant","88a89ddd-5767-49a1-acea-b3f1d05df9a8"
"963","The Olympic Symphonium","2ed3a38e-6613-4424-bc64-49fef0c6f085"
"964","Jeff Mangum","6a7b9d5e-a863-4a90-a056-77942e9f43de"
"965","Begushkin","cdcc8a40-d7ee-4deb-ae9b-36b4076e6fd8"
"966","Vic Chesnutt, Elf Power And The Amorphous Strums",\N
"967","Brett Dennen","9960700d-2017-40bd-b2d4-1d365d668c81"
"968","Hockey Night","fc688bb9-5560-477e-b9b1-9e3c057c9aeb"
"969","The Dead Trees","df2d83d8-a1c4-4c0c-8bb1-9e5eb1d68421"
"970","Dead Confederate","be04c6a7-f7e8-4236-8124-3883d05eb259"
"971","Chin Chin","5a5638ed-5b44-48fd-aca9-7662ad350fca"
"972","Cam'ron","ea6b7199-901d-4c0e-8242-6d7bc2bf62b7"
"973","Project Pat","8b8985eb-f71f-4229-9f11-171a7aac98c1"
"974","Aesop Rock","aba64937-3334-4c65-90a1-4e6b9d4d7ada"
"975","Zion I","85823097-9e6c-4876-a04a-8a761a477992"
"976","Muffy",\N
"977","Leopold and his Fiction",\N
"978","Crosby, Stills, Nash & Young","46a782ea-4308-476b-abd1-a91b197f3037"
"979","Little Joy","68a0067a-7a3a-43d3-bd91-391ea7600d8c"
"980","Mystery Jets","0f8bd5a7-c915-4e00-a035-fe3969e9a9b1"
"981","Shwayze","e84a64f9-cf28-477d-a31a-f43514011918"
"982","alias","30cb2fbf-77b1-4d95-ac74-3d2b3fa820fc"
"983","Firehouse","3ca0ef91-3297-4ef8-a99a-1c1a54dc8ac7"
"984","DNMVNM",\N
"985","House Master Boys","ae2e465f-a8db-405b-afb2-503483a6b4d9"
"986","Tricky","5bf64d94-efd9-4334-96fd-e6197b0b02b8"
"987","MSTRKRFT","74134743-106c-47a6-bb8d-5c9efde7818c"
"988","King Jammy","f0d5f279-6bc7-40cd-b449-a96ee387b697"
"989","Big Youth","6e4cbcf5-1b18-4719-98c2-7a2c9eccaa6d"
"990","theFringe","ffd4b1d0-30aa-404c-bc88-a4bb02be4e7c"
"991","Vitamins For You","9be731ea-44a0-42a9-8074-e48f88a7f86a"
"992","Yello","c616aef1-e21f-46f8-864f-b7bad96f41b2"
"993","Arthur Russell","f43370e3-6d86-44e7-ae4c-ca098962dcd0"
"994","Neil Halsted",\N
"995","Jackson, Jackson",\N
"996","Jimmy2sox & U-GO-B",\N
"997","The Witchies","98a2356f-8ef4-4ebe-8607-8680737548e9"
"998","Keith Murray","df6bcd60-5353-49ca-8cbf-0c748b0a16f3"
"999","The Danks","8da5b738-068f-492d-ac73-ab07133ea4b6"
"1000","Kaki King","451f8f16-990a-412c-ab3a-b61e5d265b55"
"1001","Lauderdale","a004bd8b-71d9-4ade-9ec2-d9e128069f76"
"1002","Local H","baaf92f5-f2b2-4f51-9723-abed41a257f8"
"1003","The Gourds","7f98cb2a-9b68-4b3d-9acf-e858694a3396"
"1004","Hayes Carll","89c83caa-7f08-4e0d-bee9-db0139044e38"
"1005","Alejandro Escovedo","bf103bec-70e3-45a5-9d1b-97715db04a96"
"1006","Freightwhaler",\N
"1007","Tim Reynolds","4ebefe60-3a9b-42a6-a5c5-27b85b76583f"
"1008","Coma Coma",\N
"1009","Joker's Daughter","f0b1ed6b-9dae-45f3-b82c-eed12c9bf40e"
"1010","kking",\N
"1011","mg","fa58ef4b-fd70-47f4-a887-acadc3f2c0dd"
"1012","Nimrod Workman","8b4c7ea1-02f1-452a-9f86-aa4c2497aafa"
"1013","The Poison Control Center","19a7752c-fbc8-4e98-9572-fc7c4074432a"
"1014","Tigers Can Bite You",\N
"1015","Telepathe","ca5fb5c0-c3ff-4c34-bed5-19fdfdffb58f"
"1016","Fever Ray","f7df5df4-4dfa-459d-972b-1ba051c15ddc"
"1017","Eryka Badu Madlib",\N
"1018","Damien Jurado","f4805b9d-68f8-438e-8f13-ec7bcb4c8581"
"1019","Okkervil River","9fa07bb4-8312-4cd7-a19a-4fdbc5797148"
"1020","The Uglysuit","f0a32f01-7823-474a-b3d7-c1a1ec1d69c4"
"1021","The Little Ones","4c49960d-daac-4ca2-be43-d1a8ee23f153"
"1022","Annuals","c6156dc9-9e26-430d-adfb-55ca745f017f"
"1023","Commuter","5c7a7524-ef64-4bef-8537-6ac5099aa1f6"
"1024","The Two Headed Boy",\N
"1025","The Cool Kids","fca8cdfa-120d-49ec-b1da-0ff8aa90c3ab"
"1026","50 Cent","8e68819d-71be-4e7d-b41d-f1df81b01d3f"
"1027","The Faint","a1419808-65d3-4d40-998c-1a0bac65eabc"
"1028","CSS","23b58ea2-1cc3-468a-9e76-5027e196e851"
"1029","LCD Soundsystem vs MGMT",\N
"1030","MGMT & Justice vs Notorious B.I.G.",\N
"1031","MGMT vs Daft Punk",\N
"1032","Talib Kweli vs. MGMT",\N
"1033","MGMT vs. Justice vs. The Ramones",\N
"1034","MGMT + Ratatat + Lykke Li + The Clash + Teddy Pendergrass + UGK + Immuzikation",\N
"1035","MGMT (Remix: MMMatthias)",\N
"1036","MGMT vs Of Montreal",\N
"1037","Franz Ferdinand","aa7a2827-f74b-473c-bd79-03d065835cf7"
"1038","Kasabian","69b39eab-6577-46a4-a9f5-817839092033"
"1039","John Mayer","144ef525-85e9-40c3-8335-02c32d0861f3"
"1040","The Music Tapes","11e5be8b-e420-43ff-a8fc-87d8336db556"
"1041","Wye Oak","3c8ff4c9-b5b9-4e78-ad9d-5157c323de24"
"1042","The Week That Was","cd0ac3bc-b8ca-42ef-bd24-2a8b808d0e96"
"1043","Hello Seahorse!","57233aae-d23e-4f8b-8e5a-231d159afa1c"
"1044","Dan Friel","77947772-db1a-43dd-82a6-aa1902886f23"
"1045","Tobacco","7d3996ec-e9e9-41ec-8f4d-e336f64fc7c6"
"1046","Sneaky Sound System","495fe320-091e-43eb-9321-54a20e7c3f98"
"1047","caUSE Co-MOTION!","2fd53cad-49fe-49c0-a2f8-f8c1aa9567a9"
"1048","Public Enemy","bf2e15d0-4b77-469e-bfb4-f8414415baca"
"1049","Howlies","19ca83ea-9964-4189-bcdf-40727845fc0b"
"1050","Pattern Is Movement","30ad9dee-b47f-4df6-ad1d-71e24e13dbf6"
"1051","All The Saints","56ffb37a-1fd7-418d-a76f-a78509bc8a18"
"1052","Shout Out Out Out Out","02a6e3af-0c07-4b9c-8271-88c09ef9b0e7"
"1053","The Carps f The Cool Kids",\N
"1054","Lemonade","66a23361-5162-49a9-9e41-1826be7af534"
"1055","Cale Parks","6d3110e4-1293-468a-be2f-862be73c9116"
"1056","Eddy Current Suppression Ring","eae4431e-0880-4df6-82b1-ec446f413b02"
"1057","Jonathan Johansson","0d8388f3-d998-40cc-9bed-dba1c01049c7"
"1058","Les Troubadours Du Roi Baudouin","9113ecdf-f23e-4aa0-ba93-c7d13b501744"
"1059","Jib Kidder","40494066-84ba-4c9a-b1d1-b86199102133"
"1060","Lindstrøm",\N
"1061","Bonnie Prince Billy",\N
"1062","Casper & the Cookies","49c00f32-56ca-4b74-85a3-ca24c5c251ae"
"1063","Trap Them","b24b6ae8-333e-4351-b3b7-6be843195a16"
"1064","Rival Schools,Onelinedrawing",\N
"1065","Vreid","cc35096c-fce2-4c1e-aa07-a223f612de67"
"1066","Beirut","0af78501-5647-4c18-9a0d-66ac8789e13b"
"1067","Frontier Ruckus","66e7121a-2fd6-4635-a116-61c70306fbea"
"1068","We The Living","d3ed33e4-caa4-4a57-a949-8edd9225f48a"
"1069","1000 Robota","e48995e0-6ff9-43ba-b942-9f0875fcc712"
"1070","Jason Forrest","b2a25158-0e8a-4ce2-92e8-9ab13e28d53a"
"1071","Phillies",\N
"1072","Dreamend","e77fc1ee-5bfb-4f16-91c0-fdd161e65701"
"1073","Fight Bite","170aec8a-c525-4da6-b95f-b217bfc9936f"
"1074","TAT","1e3a9bd6-0dc6-48fa-8d6f-7bed99b1af2d"
"1075","Vic Chesnutt, Elf Power, and the Amorphous Strums",\N
"1076","Anavan","8dc6b4b3-8462-46bc-8bb3-082bfd6a0d8a"
"1077","The Krayolas","74be18e1-b937-4d10-8609-4963542a5724"
"1078","The Layaways","731611fe-087b-4b3e-9bb4-22a7b2ac2e5f"
"1079","Modern Skirts","38ea665b-85fa-4d1e-9ed0-33d4f9b3161f"
"1080","Talkdemonic","cffb263e-f6af-4127-b783-f4bbf28cad0c"
"1081","The Nitty Gritty Dirt Band","ac8a45f8-5520-4463-9fda-f63f8844cb50"
"1082","{{{Sunset}}}",\N
"1083","Naná Vasconcelos","e64fe830-fb77-462d-85d2-1d3265ae6ade"
"1084","Nina Simone","2944824d-4c26-476f-a981-be849081942f"
"1085","Lady Gaga","650e7db6-b795-4eb5-a702-5ea2fc46c848"
"1086","Britta Persson","d928936d-d889-4b1a-a114-00d80febf5d4"
"1087","Friendly Fires ft. Au Revoir Simone",\N
"1088","Maps & Atlases","6b44cb91-8fdb-4e87-a1e4-cd0726efdc2b"
"1089","Alien Father",\N
"1090","Arliss Parker",\N
"1091","Johann Johannsson",\N
"1092","O'Death","21549870-7b2d-4c5b-ad59-f00ba9df7ca7"
"1093","Radar Brothers","5e9a6985-3b60-476e-ba75-12fbc66918cc"
"1094","The Highwaymen","c685765c-b778-4ed6-9035-8f7088431765"
"1095","D.Lissvik",\N
"1096","Moby","8970d868-0723-483b-a75b-51088913d3d4"
"1097","Muse","9c9f1380-2516-4fc9-a3e6-f9f61941d090"
"1098","Fall Out Boy","516cef4d-0718-4007-9939-f9b38af3f784"
"1099","Lily Allen","6e0c7c0e-cba5-4c2c-a652-38f71ef5785d"
"1100","Charles Hamilton","97daf4f4-34d4-4666-9175-02105a594378"
"1101","We Have Band","b83b1cc7-38ea-4a6c-bd87-9853f0034fab"
"1102","My Brightest Diamond","15f835dc-ee52-4b74-b889-113678f54119"
"1103","Red Army Choir",\N
"1104","Wilco","9e53f84d-ef44-4c16-9677-5fd4d78cbd7d"
"1105","The Chop",\N
"1106","Hillary & The Democrats","6eecc412-773d-4a88-b467-fbcec9ac36bb"
"1107","Juliette Commagere",\N
"1108","The Red Verse",\N
"1109","Beaten by Them","67cd71d5-b82a-4f90-8fd1-929866d4c19e"
"1110","Future Clouds and Radar","6eb51149-95aa-430b-a1d1-f743069ff0b8"
"1111","Gramercy Arms","afd94507-4ac1-4a6c-892e-0d12c19da816"
"1112","Mascott","40ef368f-fd7b-487f-aca8-e237fcaaa33f"
"1113","Genghis Tron","42d79b6b-2cfe-43f4-b5d9-239503074153"
"1114","Calexico","5e372a49-5672-4fb8-ba14-18c90780c4f9"
"1115","LiveDaily.com",\N
"1116","Coconot","75d63c5c-fd8a-43c1-87e9-ad756d54537b"
"1117","Katzenjammer","ad102038-c2a1-4c6b-856f-f671254de54f"
"1118","Jackpot","2b3233aa-c4b1-4cbb-b0f8-c9dc8059a77d"
"1119","Lupe Fiasco","cf15719f-51f9-4db8-a15d-5eed9664ce69"
"1120","Wale","b668bbfa-2f17-4fb5-8eae-1b6334973d44"
"1121","+,- {PlusMinus}",\N
"1122","The Dead C","45fdf967-5a18-417a-be32-7dda5c0ebbb0"
"1123","Pepi Ginsberg (Feat. The Spinto Band)",\N
"1124","Pepi Ginsberg","9161c249-c0e5-4217-aa94-20e37de8ac03"
"1125","KIGH",\N
"1126","Nik Freitas","056acae1-7e79-4836-874a-d7e16ccf6013"
"1127","Ry Cooder","a4e2650b-938b-4b72-95bc-6e229cd34601"
"1128","Pete Seeger","af18a9bc-e4ab-4068-9489-b64e8186fcf1"
"1129","DeVotchKa","a66cc38c-e6cd-4725-a8fd-7d32b998347f"
"1130","The Parson Red Heads","b1f2ca4f-5db6-40d3-a25c-65cce11638c3"
"1131","Professor Pez","3a0bf1e3-8e5a-4ab0-846f-c5e1b5428b5b"
"1132","Flying Lotus","fc7376fe-1a6f-4414-b4a7-83f50ed59c92"
"1133","Samothrace","d7438341-7165-494e-9ed8-25b5330c2da7"
"1134","Celestia","6a7876b1-a0dd-4a25-91c9-2321ad247af6"
"1135","Aidan Baker , Tim Hecker",\N
"1136","Amédé Ardoin","cd4bc033-c4c3-4e89-8e3c-22e432aaffc2"
"1137","A.C. Newman","cd71a6a9-8bc4-49a4-afc3-268513ee65ba"
"1138","Deerhoof","11eabe0c-2638-4808-92f9-1dbd9c453429"
"1139","North Mississippi Allstars","62fa3eb2-1b73-4029-ba35-16ab66d29d02"
"1140","In Flames","31745282-b1ea-4d62-939f-226b14d68e7c"
"1141","The New Monarchs",\N
"1142","These United States","e7e5c5a9-d669-4668-be25-4278dda7d347"
"1143","Zero Boys","69bfa502-bd53-44ba-a434-e1eed107c0f1"
"1144","Shakedown","0b03f91a-2991-4a49-b9b9-93b084872952"
"1145","Louis Guilliaume",\N
"1146","Booka Shade","9940c604-2456-4193-a403-ab18420bc1e9"
"1147","Gatekeeper","f2713760-aaca-4b75-ab8c-86a36304d729"
"1148","Quiet Village","1ff3b301-cfba-421f-b74b-fe96c9e57f9f"
"1149","Paavoharju","4859ffaf-ea83-41b5-83a7-8d72ea26ffe4"
"1150","Pocahaunted","5d7fd997-3f4f-4682-ab8f-3b90993fbea9"
"1151","Tiefschwarz","6b21d6fd-4cec-479e-a1d4-a71b0f7ed6d4"
"1152","Lindstrom","d2c1af9e-b83a-4ad6-a3e8-53c993d74730"
"1153","Lil Wayne","ac9a487a-d9d2-4f27-bb23-0f4686488345"
"1154","Kanye West and Jay-Z",\N
"1155","Lady Gaga vs Justice vs. New Order",\N
"1156","Kanye West vs Justice",\N
"1157","Kanye West, MGMT, Justice",\N
"1158","Fredrik","0096d9c0-fbf3-4269-a59d-dfec1422ffa8"
"1159","The Welcome Wagon","c9aa788b-98b7-4830-906e-b1c5f4a7d4b8"
"1160","La Roux","88d1360a-bc2d-47df-90d1-d2de285560aa"
"1161","Blair","25f8a6f7-0cb6-4c33-8dcc-ec95524dc56b"
"1162","MC Steinberg",\N
"1163","Greg Camp","2a7450c3-f239-4d79-baed-49c31daf8b54"
"1164","Starling Electric","c962a672-dcff-4c5a-98a5-34159fcf9f2c"
"1165","Dead Child","12557bad-d7ef-43a2-9b5e-9c146fa10320"
"1166","Grampall Jookabox","45ea8d59-1430-48fc-b995-d174af83c962"
"1167","Girls Aloud","a0b2f210-cd3a-453d-937d-e4f2658d17c7"
"1168","Marit Larsen","7445bc31-8998-4cc1-bba2-b86c15b7c872"
"1169","Dianogah","6f17c9a6-8154-4c9b-8347-91de26843f77"
"1170","Neil Gaiman","5eb430b0-1c07-41bd-bc04-e0e7a4a8ad1f"
"1171","Jumbling Towers","97a993bb-fb96-43f4-8388-0a6d3e7fd748"
"1172","Gossamer Albatross",\N
"1173","Squadra Blanco","fab19631-8ee1-49c8-8abb-383322a9b1a0"
"1174","The Features","ad737fe7-0b69-44f8-937e-67f436cff02d"
"1175","Art Ensemble Of Chicago","ed7156ee-07da-484b-b5a5-be322afa1a34"
"1176","Don Cherry","adf3879a-e091-4f73-8792-861a7a3e3abe"
"1177","Le Syndicat Electronique","36562699-4da1-46b5-806c-0a47515a2514"
"1178","The Submarines","80623b93-dfa1-488e-ab22-cc3b0423db10"
"1179","The Duke Spirit","c9b00c4c-44ff-47be-9fc8-5764b45cc7a3"
"1180","Mates Of State","e9c97fdb-9fa0-4955-9a6c-1c43e1ac3f64"
"1181","Pink","ee231388-c32f-4848-9c19-5730a7f049f6"
"1182","Natalie Walker","0145f13d-4c4d-43b5-a7fb-cd69da8ca202"
"1183","Julian Koster","5a4afc38-aa20-457e-9ca8-26d62dc1f945"
"1184","Clues (Alden Penner of the Unicorns)",\N
"1185","Drew Danburry","3948fb12-96dc-490f-a16d-fc664c387fa9"
"1186","lines","ca19c298-a214-4dc6-8675-6feb93414b40"
"1187","Wilderness","fc9a8588-1ed4-49b3-98bc-6b2f77ce1600"
"1188","Wino","141b095c-a290-478e-a6ae-b1d3f7899835"
"1189","François Virot","905a9ff0-a482-4d6a-8781-2f389f2aeb6b"
"1190","Jihae","8df5e911-523a-4717-9311-1daedbe5e2d2"
"1191","Meridene","408c11ef-9250-462e-a537-926b15ae2c4a"
