"id","name","gid"
"390","Bin Laden Blowin' Up",\N
"391","Circuit Flow & The Bird",\N
"392","The Insomniax","fdc39f80-b5c4-4a73-bf9a-2f13b77a4d81"
"393","Marykate O'Neil","1b273dc2-0b80-43a7-b660-96ebe19d781c"
"394","Sparks","f319b57a-a494-40f6-a467-3d196d3484e6"
"395","Murs","29776960-786c-4086-8079-ef5b83a0054c"
"396","Stereolab","f1df0431-9250-4ec8-95d8-f19ce7cf7fb6"
"397","Shudder To Think","5a6e19e0-3ff0-4b3d-869e-3c539d6d8707"
"398","Lil' Wayne","ac9a487a-d9d2-4f27-bb23-0f4686488345"
"399","Metallica","65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab"
"400","Skip James","f205743d-4441-471d-a3af-66f584738e29"
"401","Charley Patton","c71b4f57-29da-4bf2-bccb-9dc81cd2d905"
"402","Robert Johnson","8a8bbba6-72f7-4900-a306-c40b94f2631b"
"403","Califone","68025033-de1b-42f5-8a21-bedfb8895dda"
"404","One-Two","9c8accee-9248-4b91-9de1-0855b2ad4c4d"
"405","Golden Silvers","c35ff804-9448-4dd5-9d23-e58d16513949"
"406","DJ Downfall","e95fb0c9-c978-4006-85f8-4c79523e8847"
"407","Dressy Bessy","64973b13-9786-4b52-a04e-e02c884ab880"
"408","Frezna","cdc6c43a-406d-480c-83fa-e43f1eca8604"
"409","Populous With Short Stories",\N
"410","Frida Hyvönen","a700351d-21f5-4260-aee5-d39857772809"
"411","Terry Lynn","587d5c0e-d466-42d2-841c-483382ceeee7"
"412","Pit Er Pat","227dbf8c-d051-40c5-8b3d-a3b4dc930194"
"413","Morgan Geist","6fd490f7-e898-40d1-a1ce-f1f427322e4a"
"414","Obi Best","96edc7ac-733e-45f2-9460-5ec8fdb41abe"
"415","Marnie Stern","1632e413-36d3-41db-9684-822deecffc3c"
"416","Henry's Dress","162a4696-2585-4b8a-be97-8df8a1ffbbdc"
"417","David Liebe Hart and Adam Papagan",\N
"418","Samamidon","18f3fff2-0896-4205-8d44-402a8d3c9944"
"419","Nico Muhly","cd9e43ec-12dc-4567-9c60-1e554164cf05"
"420","Burning Sensations","9c77364d-d888-4b09-8473-d3d0b05986b5"
"421","I Heart Hiroshima","067b9de0-5633-4a89-a624-2862b81e266d"
"422","The Donkeys","45c92f92-c405-4756-9544-bffae3fa9a90"
"423","Passion Pit","daeec599-bf5d-4428-994a-e76ba5f86e2f"
"424","Vampire Weekend","af37c51c-0790-4a29-b995-456f98a6b8c9"
"425","Chairlift","a3cd61ef-7fd4-44af-a27f-99641a82b22b"
"426","The Soirée",\N
"427","Born Ruffians","87e58b4e-465c-4d8b-bfee-9c49ca8b7358"
"428","The Theater Fire","a5f9f7c3-cfb0-45d0-8267-d02bdd9d55dc"
"429","John Maus","c6be66af-28b4-4b87-a8ba-3f46ec6fe986"
"430","Duchess Says","b46070be-5c2b-478b-bffd-42ab737ded69"
"431","Matthew And The Arrogant Sea","3f83e369-ad19-4287-a403-335a0fe1b816"
"432","Smothered In Hugs","425d90f4-200b-46d2-be70-0e18bce699c9"
"433","Relief Maps","ed925196-abf4-4179-9571-45ad299b44bd"
"434","Ima Fucking Gymnist",\N
"435","Human People",\N
"436","Thomas Function","2ae53a66-4e03-4fa5-a9e0-11fc1c66816c"
"437","Takka Takka","45804fac-5b55-4a40-bb73-b09f11b14ad0"
"438","Little Boots","edbc42ea-6040-4414-8c4c-9eb7d503f64c"
"439","Fontän","ea2cac3b-145d-4d6b-a2e5-e6235d72bc1f"
"440","Videotape",\N
"441","Philip Jeck","5ea35484-b550-487e-8305-c424cb5420b2"
"442","Hot Lava","e5cbf652-9ac1-4208-bc71-ce64ac44d598"
"443","No Age","55821c25-bd47-4f67-baf8-17ccd2cf1c86"
"444","Walter Meego + Outlaws",\N
"445","Fan Death","2ec79a0d-8b5d-4db2-ad6b-e91b90499e87"
"446","Human Highway","08320446-827f-4cbd-b0f0-f3c9f977ef45"
"447","Girls","55e21cfa-4bee-4795-940d-b1ff692fb17c"
"448","Her Space Holiday","350a221a-b1a2-4480-8697-bef1910b1063"
"449","King Tuff","4e442c83-b547-4d6e-9270-cdd35e3c3195"
"450","Jay Reatard","6338a3a4-1676-4a99-b2fb-a3f0072f6b42"
"451","Parken","2587ed11-2e6f-4e23-850d-549a36ff3fb7"
"452","David Cronenberg's Wife","e7c93b04-e2d4-4a79-9314-29405a22ab9a"
"453","Dead Milkmen","cdd2e0f0-703d-454d-b5c7-cc3bb6dd5552"
"454","Parenthetical Girls","58fffe42-217d-4346-8539-8ddc4f1c7daf"
"455","Ladyhawke","2e547c75-36c1-49d0-984e-b14498c936f0"
"456","James Lavino","361003ee-d6d7-4da4-b01e-9703d6936eb2"
"457","The War On Drugs","87b9b3b8-ab93-426c-a200-4012d667a626"
"458","Boards of Canada","69158f97-4c07-4c4e-baf8-4e4ab1ed666e"
"459","Sebastien Tellier",\N
"460","Judy Garland","b9348d59-b91b-423f-847b-8db155a0653b"
"461","The Beatles","b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d"
"462","Gnarls Barkley","a47c3aa2-7d87-475c-a2c7-1e2047dafb09"
"463","Cheap Time","fbfd7b0b-a32e-4a76-b40a-325e3da02cde"
"464","M83","6d7b7cd4-254b-4c25-83f6-dd20f98ceacd"
"465","The Weepies","59d34d63-e209-4f26-8a09-b08d12202082"
"466","The Secret Machines","52f34f97-084d-4cb2-94c6-aa384041e022"
"467","the morning benders","0e6b3a2c-6a42-4b43-a4f6-c6625c5855de"
"468","Koushik","51aad2ec-44b2-4466-8c10-60018972e6c3"
"469","The Feeling Of Love","b05cdf50-53f3-41d3-bbb1-92f86697b0e7"
"470","Goldfrapp","7b885d42-3c41-4f43-9944-a5855ec5155e"
"471","She & Him","fb821608-35fd-4a45-a4b2-1a0537cee111"
"472","Love City","b1803790-72ff-498f-b9a6-d7acff6ad811"
"473","MGMT","c485632c-b784-4ee9-8ea1-c5fb365681fc"
"474","Primal Scream","55704c38-224f-4b75-b29f-d43653f8bc9a"
"475","The Soup Dragons","5c42c9cf-5833-41d8-b600-177e70894046"
"476","The Pastels","9d6108ad-dbc2-4bf1-a746-edc1044d2749"
"477","Bogshed",\N
"478","Shop Assistants","eb526f04-1dd0-42eb-8386-1ff6579926a1"
"479","Half Man Half Biscuit","10eb06ab-0695-4057-97a5-bea9eeb6fb6d"
"480","Stump","79d2e41d-aede-49e8-9e18-9074056de7b4"
"481","Thunderheist","04313ad8-a65f-484f-a4d9-78fce4b6e9f8"
"482","Asobi Seksu","cc433a77-176b-4d02-857b-2bfb68b3219c"
"483","Deerhunter","4f416ed7-dda2-45de-a6f1-b986e861cf4b"
"484","The Golden Filter","8c3d5614-5b53-4701-8441-7c406e1dbc37"
"485","The Very Sexuals","09eb773d-ffae-46da-89f1-072ebb18825c"
"486","Windmill","60f3050c-20cb-4e47-9d6e-1ecf5da30151"
"487","Modeselektor ft. Thom Yorke",\N
"488","High Places","ffaff287-8849-465a-81f4-501a49eafd42"
"489","Abe Vigoda","f36de6e2-f233-443d-942e-3dcba343ee78"
"490","ANORAAK","195728d8-41c2-41d3-ba46-4da1f2126679"
"491","TieDye","5705f9dd-84b0-42e7-b67a-f9f30b19e787"
"492","Ponytail","99a54f19-d8bb-4724-8242-23bc91454388"
"493","Nobunny","f22a6369-8942-471b-8b9f-522dec4479e0"
"494","Micah P. Hinson","3584d6f6-62a5-4453-995c-66a7d6bd7a62"
"495","Pase Rock ft. Amanda Blank",\N
"496","Times New Viking","b1c76fbc-2ce7-4437-bc7b-2f03b9a73157"
"497","Vivian Girls","d0676301-7ffc-4ff6-8b38-f8aeb8553115"
"498","N.W.A.",\N
"499","Bonnie 'Prince' Billy",\N
"500","Women","ea78d0cf-1c99-443f-a4dc-4db90f3e1c47"
"501","First Aid Kit","373faa02-74d7-4b1d-9b47-7574ad510f8d"
"502","Rod Rogers","7c568075-d1b5-4e90-92fb-892e34c251fb"
"503","Dan Deacon","8dd73d1a-0424-4581-af8c-ade3edb44c5a"
"504","The Beach Boys","ebfc1398-8d96-47e3-82c3-f782abcdb13d"
"505","Dr. Dog","e9aed5e5-ed35-4244-872e-194862290295"
"506","Harry Nilsson","e5963d26-01fa-40f5-b200-e0127f410a45"
"507","Nico","ce00424d-fdca-4715-a804-f5b777e0c520"
"508","Jamdek",\N
"509","Fear","5e6512dd-160b-4512-a4b4-2c30fa894a08"
"510","Joy Allan-Wilsher",\N
"511","The Undertones","d188e4cd-d187-4df2-8516-6ff8dfd3735c"
"512","Datarock","535707ce-ad97-4b73-946e-9ca27869fd3c"
"513","Pete and The Pirates","0de62cf7-6a41-4a33-bf34-8792d46c1d40"
"514","Dolly Parton","1d543e07-d0d2-4834-a8db-d65c50c2a856"
"515","Bro. Danielson","b2d09973-0654-4442-825a-e1ad06f4ff4d"
"516","The Amazing Adventures of Pac-Man",\N
"517","Bishop Allen","1043a3a9-6722-4cdb-a28a-6acbad217b38"
"518","Titus Andronicus","d38c47f6-d9bb-4a77-aaea-df53a6616a68"
"519","Hail Social","70eb5d05-97b1-413c-8067-c58c29574f11"
"520","Pretend Pretenders",\N
"521","Leslie Harris and The House Of Fire",\N
"522","Elvis Costello & The Attractions","0ffb6573-a98e-412e-aa01-0a580e9d8b06"
"523","Brian Eno","ff95eb47-41c4-4f7f-a104-cdc30f02e872"
"524","Sigur Rós","f6f2326f-6b25-4170-b89d-e235b25508e8"
"525","Glen Branca",\N
"526","Mt. St. Helens Vietnam Band","eeb44ed3-e4d5-4239-928d-428740c902d0"
"527","Todd Rundgren","1a9a8ca0-ea8e-4e9e-96aa-288155bb2c5d"
"528","Mr. G & his G-etts",\N
"529","Betty Davis","bb17dc42-ecaf-42ca-aa35-b23207573060"
"530","Music Go Music","d27976fa-e535-42e4-ab53-846810870889"
"531","The Mekons","66d2169c-dea5-46d3-b4cb-52ed87b24ab0"
"532","Louis Farrakhan",\N
"533","Dream Syndicate",\N
"534","Kurt Vile","e07a111e-4e8a-4651-a849-01ac60551ab2"
"535","Black Kids","38f953ac-af97-40b1-b95c-ab35cc0d7a81"
"536","Michael Jackson","f27ec8db-af05-4f36-916e-3d57f91ecf5e"
"537","Talking Heads","a94a7155-c79d-4409-9fcf-220cb0e4dc3a"
"538","A Number Of Names","78acb4cd-de8f-4fb8-afb3-ca6331e849d7"
"539","The Sad Cobras",\N
"540","My Bloody Valentine","8ca01f46-53ac-4af2-8516-55a909c0905e"
"541","Midnight Juggernauts","1f8e4ffd-b81b-4d10-91f4-461585bf9d16"
"542","Janeen Brady & The Brite Singers",\N
"543","Mme St. Onge",\N
"544","Assagai","7123a900-2e38-4d17-bf60-6002bc1c932f"
"545","Anthony Newley","9a93190b-3e24-4586-bc10-aefd1ad8de01"
"546","Brendan Canning","83a70b55-351a-49b4-a124-d6c9ea666de7"
"547","Trend","b6ae7805-7d95-41b6-8f79-5194f4a58191"
"548","Strapping Field Hands","935f346b-edf8-4144-90c1-b5c77f48baa1"
"549","The Doors","9efff43b-3b29-4082-824e-bc82f646f93d"
"550","King Khan & BBQ Show",\N
"551","Tomorrow","3a4c2997-1d9e-411c-9370-b58957e66667"
"552","Shuggie Otis","ff9542ca-7859-4db2-8796-c1e3c39b9c0a"
"553","Boogie Monsters",\N
"554","Caribou","735e3514-a8ae-401f-af3b-6300df1b8d2c"
"555","Van Halen","b665b768-0d83-4363-950c-31ed39317c15"
"556","Venom","d2ad8774-9173-4970-8427-06b04df201c1"
"557","SebastiAn","75e7ce0c-e3d6-4a61-9630-ce3d04a7a8e2"
"558","The Faces","8c7a8406-f15a-408d-b0f6-23be813bdddc"
"559","Roxy Music","331ce348-1b08-40b9-8ed7-0763b92bd003"
"560","Hören",\N
"561","The Screamers","f4bf1b6d-c568-4f51-9b40-b275c30fe4a5"
"562","Bad Dudes","dbe3ed20-1396-46f2-b07b-aa5d293d9d87"
"563","Matmos","46e8a8ee-d2cd-4165-9725-02f72d0027a9"
"564","Dominique Leone","7af06abb-f41d-4a09-9415-5fa95cf2c062"
"565","Carbonas","bdd87b73-ef81-4031-804e-df6e1e4854c3"
"566","Hawkwind","5a28f8c2-31fb-4047-ae57-c5c326989262"
"567","MC Chris","43e81abc-bd9c-4056-8c2d-6dfdf3902025"
"568","Chrome","3b35df0a-6181-42e3-9e81-b93f681d636f"
"569","The Tallest Man On Earth","7e35659f-f3bb-4c28-bcf5-47bd5cfa2bca"
"570","Hermit Thrushes","3e7cddae-7785-42db-8fe5-8cc6b1030778"
"571","Kap Bambino","7d2092f4-6784-4776-8482-3b6cb4fe2f9a"
"572","Hercules and Love Affair","b62ecfe7-b2e6-4d40-b7d2-8f12d3f51ed6"
"573","Atom and his package","b4c4c0b9-9d1b-4dcb-9430-1f2c9e821c9c"
"574","Johnny Buckett","24afdca4-e94f-448b-b233-5f6687cf49a2"
"575","Kraftwerk","5700dcd4-c139-4f31-aa3e-6382b9af9032"
"576","Neu!","adec1fc3-83c1-48f7-9e49-8347ac6d40b0"
"577","Neon Neon","6191360a-edc5-41d7-a83e-c9f0ab842f53"
"578","Holy Fuck / Radiohead",\N
"579","Wolfkin","5360036d-d226-4fec-92b4-67e96c92919f"
"580","The Lines","2bb987a7-90b8-497b-940b-2510d5ad9c5b"
"581","Wolf Eyes","51ff6576-95ff-4e02-a0cf-fad3b39c0b8d"
"582","Health","6805e4d5-f550-40fe-b731-05dc8229e74b"
"583","Soft People",\N
"584","Castanets","e45cc18b-8cda-423b-8763-91e0303614e3"
"585","Last Rapes of Mr. Teach",\N
"586","Videohippos","3994cab0-b3fd-44d3-9f7e-f0e14ba19ae0"
"587","Allegories",\N
"588","Thee Oh Sees","194272cc-dcc8-4640-a4a6-66da7d250d5c"
"589","David Bowie","5441c29d-3602-4898-b1a1-b77fa23b8e50"
"590","Jonathan Richman & The Modern Lovers","8a5dff84-c79f-4898-9e15-e100c53ebb58"
"591","Jack Mudurian","de0d2263-2f42-4d5f-8e80-625a5c52931b"
"592","Arnold Schwarzenegger","221baa3f-7f79-4047-9a14-a6b49eacf6c0"
"593","The Ruby Suns","89a879e1-d133-4ccb-87ae-3eedee44a05e"
"594","Hi-Fi Guys","1b4ae986-8c39-48a3-9f64-d459fadea32c"
"595","Schuman the Human","b6263d43-52bc-4ae3-b0c6-bb0a9c6d4524"
"596","Wild Beasts","46a31d29-e073-44c8-b4de-54b31f37d0de"
"597","The D'Urbervilles","53daf21b-b80a-4f5c-acd0-c9980bdc0457"
"598","Riskay","433e22ba-ade9-4a07-8865-afe1a0dc7e95"
"599","Van Morrison","a41ac10f-0a56-4672-9161-b83f9b223559"
"600","Maskull",\N
"601","Man Man","4e210d41-b3e3-4e34-8c3b-3b8cc2116562"
"602","Sly & The Family Stone","b7ec4c54-1f93-4bf2-957f-7b9921ab84ea"
"603","Aretha Franklin","2f9ecbed-27be-40e6-abca-6de49d50299e"
"604","Bob Dylan","72c536dc-7137-4477-a521-567eeb840fa8"
"605","{{{ SUNSET }}}",\N
"606","A Faulty Chromosome",\N
"607","Prince","070d193a-845c-479f-980e-bef15710653e"
"608","Does It Offend You, Yeah?","37b94fc8-0adf-4335-a9fa-ae7a5fc36610"
"609","Harlan T Bobo",\N
"610","Iggy Pop","f37b3f31-b1f8-4b88-8cb5-b34f709b17d7"
"611","The Velvet Underground","94b0fb9d-a066-4823-b2ec-af1d324bcfcf"
"612","Nat Baldwin","f8faf27e-0747-4dd2-80d6-d092ed8c0b68"
"613","No Kids","cd39adf0-6419-4493-b486-bcf549287fbb"
"614","Suzi Quatro","2c16cb3f-e85f-4158-889f-ffc038f5792d"
"615","Young Marble Giants","3d113367-769f-4200-9ff8-e19d47def451"
"616","Kelley Stoltz","c4c8675e-f8dc-4313-b430-8fbc83d8aafc"
"617","Woody Guthrie","cbd827e1-4e38-427e-a436-642683433732"
"618","Neutral Milk Hotel","a506f761-2c22-4b2f-8a94-bd748c2c8f75"
"619","Scorpions","c3cceeed-3332-4cf0-8c4c-bbde425147b6"
"620","C-60","d5c95e76-c66b-4783-b276-ef0a6731510e"
"621","De Atige",\N
"622","These New Puritans","95bab79d-e5e8-4d7a-9368-d51430763c69"
"623","Rigas","7d15f296-46ae-4afd-89a9-503c37d1eca0"
"624","Flat Duo Jets","ee3c663d-1949-4544-ad52-aa00f9854e87"
"625","The Kinks","17b53d9f-5c63-4a09-a593-dde4608e0db9"
"626","Johnny Cash","d43d12a1-2dc9-4257-a2fd-0a3bb1081b86"
"627","Ray Charles","2ce02909-598b-44ef-a456-151ba0a3bd70"
"628","The Flaming Lips","1f43d76f-8edf-44f6-aaf1-b65f05ad9402"
"629","Ceremony","c13da818-d566-4f2a-aaaf-1c68301ddc43"
"630","Dntel","1517c06e-2fe2-452a-981c-b3d9077e0520"
"631","Tapes 'n Tapes","a83ec79e-bcbf-4872-92e5-8c7ca1bb8ff2"
"632","Ramones","d6ed7887-a401-47a8-893c-34b967444d26"
"633","The Cramps","96c1edac-1011-4cb8-882c-27248de35071"
"634","Adam Green","150e799b-3244-45d9-a6cb-5a3e8c33d430"
"635","Be your own pet","4849dbcf-4192-434c-825b-077c9057c119"
"636","Otis Redding","82b1f5fd-cd31-41a9-b5d4-7e33f0eb9751"
"637","The Banana Splits","710ac829-5739-43eb-a1c3-92894adc5f48"
"638","Tyvek","200a53a9-b2d6-40d9-beca-2d75499f4f4e"
"639","The Byrds","2819834e-4e08-47b0-a2c4-b7672318e8f0"
"640","Art Lord and the Self-Portraits","8b9d0101-7509-488c-a8be-5871d5b39303"
"641","Mouse On Mars","4d4f5d92-0589-42fa-bc0e-1bd73e17a2ce"
"642","Ecstatic Sunshine","d193d0cb-58ae-4487-be22-6a19f07cb010"
"643","Myddle Class",\N
"644","The Blues Project","10017fb7-c3b0-41c6-9bc5-719cf51c9ce6"
"645","She and Him",\N
"646","Battant","32a3dd67-f212-459c-9529-ad0ef359f69d"
"647","Mystery Jets (feat Laura Marling)",\N
"648","J Gray","1dbeeb07-f72d-4ead-846b-77b2a77ca9d3"
"649","Tickley Feather","e8313333-994f-4c28-8687-5f3dd0b535c2"
"650","The Mighty Hannibal","9fc83e30-bfb3-43f5-bffc-26d91d1df302"
"651","The Seeds","f706bac1-a02a-4569-9164-9f3371e6fa74"
"652","Bowerbirds","7b3f60c5-5a3e-4045-8bf4-6de8161e2dd6"
"653","Gary Valentine","761b200c-03b4-4bcf-b693-74ea954d0161"
"654","Dark Horse and the Carousels",\N
"655","Dead Moon","4866af3e-7586-403e-bea4-f27bcbcadbb6"
"656","Clark","bae7f609-bd83-4910-b07e-57ce317d46af"
"657","Teardrop Explodes","8002d7ee-2a0e-4ea8-8984-3c69a81a4b7e"
"658","jeremycox",\N
"659","Peephole",\N
"660","Bleach Boys",\N
"661","Simon & Garfunkel","5d02f264-e225-41ff-83f7-d9b1f0b1874a"
"662","Jerry Reed","44419ff2-0251-49ba-933b-b09733ff9adb"
"663","Donovan","72d7d717-0837-4f2a-9641-d0f9fdd3acf7"
"664","The Lollipop Shoppe","ea5ec9a6-0c21-4807-8be6-cb1f4da52724"
"665","Big Star","21d177ba-3d51-461e-9b3f-ad9a80b419dc"
"666","Invisible Conga People","00c897d0-6f8e-4882-b5a1-6f8131b1645e"
"667","Mandrill","2cdbe932-9ad2-4b19-a24d-fb781914d16c"
"668","Heaven 17","0796f847-09ca-4526-b17e-44390dd536ba"
"669","Decomposure","d1a9d2e6-2ec5-4f79-8d95-85e5331a6d4b"
"670","Goblin","fcd5caac-6344-40ea-942a-5c4bac5e615f"
"671","Daft Punk","056e4f3e-d505-4dad-8ec1-d04f521cbb56"
"672","Patti LaBelle,Labelle",\N
"673","The Fabulous Stains","f49ad10a-eca4-44d1-8203-b05feeaca751"
"674","Mayo Thompson","b463f760-e381-462a-b060-78606b78e5e1"
"675","Scrotum Poles",\N
"676","Steve Treatment","c62331c7-02bd-4bf4-9644-a47c2970dd26"
"677","Anorexia","4165a10f-d998-4683-b37e-24e233005e9d"
"678","Santogold (mixed 12.06)",\N
"679","The Coolies","bcecf995-3269-418a-84cf-289f3a06468e"
"680","Black Randy and the Metrosquad",\N
"681","Johan Agebjorn",\N
"682","Fleshtones","8d0c6147-90f0-4045-810f-97f5789f9bd3"
"683","Thao Nguyen","f6ec447a-c240-4c43-bc9f-d71d958432bb"
"684","Depeche Mode","8538e728-ca0b-4321-b7e5-cff6565dd4c0"
"685","Brian Wilson","634fe78e-fc6b-4b2a-ba83-c8c66e13a8aa"
"686","I-F","53b98d3b-aa25-40f8-84a2-36a17a341fb7"
"687","Go-Betweens",\N
"688","Long Fin Killie","ad9598d4-aa12-42b0-ad5d-b4241970892f"
"689","Rod Freeman & The Blue Men","c08fdaf6-98cb-48c7-a92d-208e3f564cb4"
"690","Colleen","e68f711c-f0ba-4e5d-bc59-dad57afeb27c"
"691","Mr Flagio",\N
"692","mummers mix",\N
"693","Spinal Tap","d0a0b3a2-ea58-4a7a-b18c-849d589bfac7"
"694","bit shifter","09c26e52-0e3c-451a-8a7d-34e8ce7c1062"
"695","King Kong","1e48a397-eb2f-4abc-b999-73ebf8d947a5"
"696","Charlie","cc88e2b2-dd5b-493b-8ed8-a1da9eaebb44"
"697","LCD Soundsystem","2aaf7396-6ab8-40f3-9776-a41c42c8e26b"
"698","Liars","03098741-08b3-4dd7-b3f6-1b0bfa2c879c"
"699","The National","664c3e0e-42d8-48c1-b209-1efca19c0325"
"700","Jens Lekman","41aa2734-ec86-4197-a074-d44886e7da8d"
"701","Iron & Wine","c3f28da8-662d-4f09-bdc7-3084bf685930"
"702","Herbert","eddab03d-b673-4b70-863f-6a9cf45a779f"
"703","The Fall","d5da1841-9bc8-4813-9f89-11098090148e"
"704","Desmond Dekker","8ac5bea6-3a62-4e28-9df7-03f24d4c06fc"
"705","Mirage","265a65ce-58b2-4ca1-a410-a5d31b94f50b"
"706","Pete Shelley","6a64eec6-39a7-4ba4-9939-cdee01fb4c5b"
"707","Pezband","319737fa-3053-4f5c-9c31-5a59acab41b0"
"708","Nick Cave & The Bad Seeds","172e1f1a-504d-4488-b053-6344ba63e6d0"
"709","alaska in winter","29a001b5-271a-4359-815f-32c6671843e0"
"710","the ike and tina turner revue",\N
"711","Love","34ec9a8d-c65b-48fd-bcdd-aad2f72fdb47"
"712","The Magnetic Fields","3ff72a59-f39d-411d-9f93-2d4a86413013"
"713","Paul Simon","05517043-ff78-4988-9c22-88c68588ebb9"
"714","Dark Day","3c829973-0eab-4387-b8d1-678fb476a2ec"
"715","Blossom Toes","44f931c2-a2c3-428a-b7d1-a32799da1f42"
"716","King Tubby","576134a6-9f1f-4bfa-af04-4848195849ca"
"717","Desperate Bicycles","92a23a0c-6d0d-4e60-bfee-d0ead4092066"
"718","goto80","0f26281f-3add-4e54-b7da-4d335c0ca19c"
"719","Japancakes","8f59cae9-5c2a-4b26-8783-03e09a37099d"
"720","Pearls Before Swine","e57364a4-9813-41d8-aba0-cd71d17907b5"
"721","Honeymoon Killers",\N
"722","The Honeymoon Killers","836a6c75-b4d8-4a88-82d5-64c0af924e64"
"723","Bubblegum Lemonade","8891f193-2d79-490f-9d57-a6a744544882"
"724","Mark Sultan","2ba15f3d-21f2-4979-aa57-63a44538dede"
"725","Gang","5c9acb58-83e9-4dca-88ec-0e395266b452"
"726","Lizzking",\N
"727","Holland Boys","002e63aa-d587-4103-b33e-cc8d1cc588ed"
"728","Fantasy Mirrors",\N
"729","whyfidelity.blogspot.com",\N
"730","Kansas Hook",\N
"731","American Jam Band","bedffbf6-0a4d-4efd-8a43-e29391395178"
"732","The Casuals","ad379482-4d88-462e-9648-09d673ec97e5"
"733","The Saturday People","98bd40ee-21f0-47ef-8f4e-5876bec20623"
"734","The Beepers","a0de18b6-1340-401c-b227-3cbdd04f0ab7"
"735","Ronnie Jones","a6200614-82fe-4abb-b44e-6c7e01b4f2fe"
"736","James White & The Blacks",\N
"737","Plastic Bertrand","39cf1c51-8e6a-4d7a-a1f5-9ea212e66699"
"738","Jorge Ben","19499124-36d4-4ccc-b28d-04dde3d2076f"
"739","Dr. John","fe0e1895-aa84-47d9-8e5b-7930fc20709b"
"740","Peter Sarstedt","4889bd79-347c-448d-92e7-54620fab9dfe"
"741","Armand Schaubroeck",\N
"742","Wipers","65aac2dc-216c-4b1a-8501-45567c901c0e"
"743","Forbidden Tigers",\N
"744","Home Blitz","5f3afa35-d5e9-4e9f-a162-f25825780440"
"745","Shel Silverstein","1ce887e7-a9ca-4545-bb75-5af9cea6c862"
"746","Alexander Skip Spence",\N
"747","Kleenex","87fce0e8-79b0-4a59-b0e6-36cf4f9bb659"
"748","Middle Class The",\N
"749","Prefuse 73","fc61dd75-880b-44ba-9ba9-c7b643d33413"
"750","The Ghosts","d64e45e1-dbbf-439f-aa2b-a47fd6b8a11b"
"751","New Order","f1106b17-dcbb-45f6-b938-199ccfab50cc"
"752","Rykarda Parasol","5ec9b1b0-a8a7-413a-b7a7-6d91881d6ab8"
"753","Oingo Boingo","166bc1cb-a2b7-412d-bcd5-5f439d2cf5f1"
"754","Pere Ubu","5a54b72e-bfb3-4ca6-944a-e17261399965"
"755","Guided By Voices","6c85f4c3-026c-4c16-9a7c-f546f42ed0fb"
"756","The Zombies","230ca093-1d00-4c57-9235-147942f66930"
"757","TheDeathSet",\N
"758","Death Set",\N
"759","Scott Walker","a5fb8397-1ac9-4a51-849a-4ddd5b350e0b"
"760","Warsaw","bb4adc50-5455-45c1-8600-6fb22e202f83"
"761","Colors","283afbf0-d112-44ab-9d41-95333d43e41e"
"762","Sponsors","b1115bdc-0c68-46ed-827d-c2b68f3f2fb9"
"763","The Feelies","28c07254-aeae-42ad-beea-67f59c3c8baf"
"764","Deer Tick","c8c64bcc-48c6-47c9-8411-f5c4fd5a97bb"
"765","Violens","5e6fc227-7ee7-43f6-86e9-4598ac2c0312"
"766","The Rumble Strips","0ca53fff-3b07-49eb-bcb9-bbe84f1ec768"
"767","Boys","444060b8-668a-4c2c-a934-f50229df15bc"
"768","The Knife","bf710b71-48e5-4e15-9bd6-96debb2e4e98"
"769","Brian Eno & David Byrne","bf6e1d7a-511e-4131-b3c6-de49dcbb4ba2"
"770","Normal","a3a1cf91-918f-4549-9ea0-508f8b8eade0"
"771","A Place To Bury Strangers","99fe4613-84ec-4f48-bb4f-f036880ed2ac"
"772","Cool It Reba",\N
"773","Savannah","5b6df42d-78d9-48e5-b221-5fc1f228fef5"
"774","Nazz","8295499e-808a-4e10-9e91-2df00d9c1a72"
"775","Lime","062a2cc3-21ec-4868-910d-23c442f704d3"
"776","Poni Hoax","3ed31b23-96d2-4403-a37d-1cd355a3b687"
"777","No and the Maybes","94c659d4-5aed-49d6-80af-16f6b06a8798"
"778","Battles","8522b9b6-b295-48d7-9a10-8618fb80beb8"
"779","Michael Jackson & The Fugees",\N
"780","schroeder's cat",\N
"781","Si Schroeder","bb6b8b38-6ffb-47ea-a02f-e568fc0243ce"
"782","Notwist",\N
"783","Shout Out Louds","25a757f1-9fbe-4c52-be2e-1a5294fb25b9"
"784","Subtle w,Wolf Parade",\N
"785","Candi Staton","6afcc957-d742-41c6-ad0b-31b2f1967353"
"786","Wendy O' Williams & Lemmy",\N
"787","Pin Group","f29330ee-aac4-4b30-a321-785beb61a1dc"
"788","Greg Hawkes","eab073b7-3700-45d2-851f-e3ca35d03b3e"
"789","Giorgio Moroder","38dd6337-19ae-4793-ab4b-313eff523457"
"790","Michio Kurihara","f2de9120-703f-4c72-8f69-ef56477e1c54"
"791","Celebration","a2e89940-5dfc-4672-bb52-01b2b99b153f"
"792","Ida Maria","eb5f1f04-0174-4534-996f-e8d944ed2a77"
"793","Thom Yorke","8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b"
"794","Thom Yorke , xxxchange",\N
