"id","gid","male","female"
"378","6407b0d9-23d6-4e6a-a050-7fd576a52867","1706","1699"
"379","c144e29c-3129-4803-aa80-639676774919","3937","3789"
"380","328068c9-ee60-408e-8c24-b1dc1ae08b94","5693","6595"
"381","3797a6d0-7700-44bf-96fb-f44386bc9ab2","20015","15845"
"382","0d117faf-140f-4875-8793-c539e21df5b0","897","614"
"383","d748d87a-3228-4932-a0f9-d9ec45687609","2416","2139"
"384","35a6a353-b186-4c13-a264-d18d5e2ce853","15457","17942"
"385","57976431-1a5c-4968-a422-b92c5e9b0d4f","2714","1749"
"386","62cfba2f-d6da-4c93-a2e2-a7922fe47d1b","5713","3961"
"387","215f057c-fb64-4b27-abf2-1871e71912d9","2358","3409"
"388","b1570544-93ab-4b2b-8398-131735394202","17350","18694"
"389","6d11618b-0154-4805-aff2-7ee6c559d671","1013","1119"
"390","3f542031-b054-454d-b57b-812fa2a81b11","11237","10018"
"391","c3e89532-db13-45df-9e5d-82bd2a7100d4","10226","22176"
"392","122d63fc-8671-43e4-9752-34e846d62a9c","12901","28836"
"393","1fc494a1-9109-4081-a455-2d05bea9d2bf","8081","28453"
"394","dc21d171-7204-4759-9fd0-77d031aeb40c","6514","6713"
"395","d5cc67b8-1cc4-453b-96e8-44487acdebea","9027","10230"
"396","cc197bad-dc9c-440d-a5b5-d52ba2e14234","15259","21214"
"397","8a338e06-d182-46f2-bd16-30a09bc840ba","13750","11028"
"398","4883523d-fc0e-4d0d-802c-91379e767083","16280","8971"
"399","5b24fbab-c58f-4c37-a59d-ab232e2d98c4","579","693"
"400","183d6ef6-e161-47ff-9085-063c8b897e97","19579","14184"
"401","84dc4f23-c0b8-4fe1-bbca-a3993ddc8fc2","25192","8031"
"402","d2101821-81ce-4137-bd14-7ed09ecf5531","5705","3915"
"403","c3aeb863-7b26-4388-94e8-5a240f2be21b","18179","11449"
"404","86e736b4-93e2-40ff-9e1c-fb7c63fef5f6","16285","18289"
"405","1a120ec5-35b3-4f3e-aa49-7201550d9feb","15400","6861"
"406","6c04cad1-bcb0-4542-a04a-14d4a7114ab2","3116","6790"
"407","ccd6a4cf-84a0-4c6b-81fa-497b69c20941","1110","1172"
"408","69ec6867-bda0-404b-bac4-338df8d73723","16495","12513"
"409","fbd2a255-1d57-4d31-ac11-65b671c19958","8698","27899"
"410","917bc621-ad02-477d-9308-a0304c5f9727","10330","19443"
"411","739da2f1-0741-4c60-a6ed-f42d49bf2eb1","2913","2850"
"412","7c2033a2-831b-4537-b31a-2ea0ad9d22c8","7586","4328"
"413","d8915e13-d67a-4aa0-9c0b-1f126af951af","15105","17616"
"414","2f548675-008d-4332-876c-108b0c7ab9c5","9563","25168"
"415","e4aff60c-0591-4173-837d-d17e956c1546","1172","1223"
"416","d0f61299-9caa-4e6b-8b10-2839de120b27","14918","7076"
"417","218a882d-9c11-49f7-b5a9-57025c0fde32","3267","3196"
"418","dfebd6c0-dae7-4cc8-a8e9-0dbaa382209f","2042","543"
"419","c0a1179b-b14a-4d68-a3c1-1fdab16ed602","19954","13891"
"420","d4a9be59-13e5-481b-8c68-833c5c1fd458","6523","7796"
"421","9beb62b2-88db-4cea-801e-162cd344ee53","22048","13115"
"422","c9584c27-f240-4f0e-8e82-3470111f24be","10418","19270"
"423","79303c16-e15f-44aa-98e6-8745741f5793","1884","592"
"424","5a8e07d5-d932-4484-a7f7-e700793a9c94","13286","19957"
"425","2a0cce30-071b-4ba9-bf78-ae76c9eb7316","6751","7359"
"426","d4e75c13-d1e9-4c48-86a0-9c854e1d88f7","2361","2962"
"427","5eaf11c4-12bf-4545-929b-76f2e03ca208","4762","4214"
"428","8951c87f-f730-4247-b442-52ed14ad6a97","5188","7602"
"429","437a0e49-c6ae-42f6-a6c1-84f25ed366bc","13302","19211"
"430","92f47e74-2148-4801-a91c-ca762371f161","3832","1783"
"431","2ddd167f-5b8a-4372-b350-6ad50493bac0","9946","27061"
"432","bf5d655a-04e6-46db-9147-f80926706fb7","2648","2860"
"433","7e2d600e-edfc-4493-b6d7-285ff1ccd9f0","526","461"
"434","cfbc0924-0035-4d6c-8197-f024653af823","22369","9049"
"435","574a5acd-3e0a-418b-9a8e-fb260be389bf","6547","7026"
"436","e13d2935-8c42-4c0a-96d7-654062acf106","11785","13643"
"437","f7f32d93-0801-45cb-9f5a-e68f640649f4","2243","1197"
"438","4d2956d1-a3f7-44bb-9a41-67563e1a0c94","11248","19742"
"439","f7861eb7-a14c-41ec-813d-15a28a220a06","3664","9682"
"440","e0fdee35-0790-4a5a-8cd8-bc83d4854422","2171","2113"
"441","f2f7cc07-3f98-46cb-a9f8-1c37567441cd","1298","1245"
"442","a4584a84-3a14-430c-933f-cc2147842d04","5032","5409"
"443","42faad37-8aaa-42e4-a300-5a7dae79ed24","9258","6784"
"444","e514f1b5-a404-4f8c-a596-02dd9be006b6","2513","1417"
"445","250b7089-69e4-43b2-bae3-a83d9f6d71bb","11231","4294"
"446","e0647eee-82ce-40e6-af54-953395ad1c08","1293","1015"
"447","0ab49580-c84f-44d4-875f-d83760ea2cfe","10742","27039"
"448","2fc03f13-61cd-4011-9d7a-c79939d19337","710","440"
"449","25d6c626-91bc-4843-a368-34a037ca8dfc","1628","1305"
"450","00370693-7679-46c1-8ddd-63e1d082c459","1359","1028"
"451","97c86b2c-2765-46a2-aef8-76a7e24c430f","10211","5559"
"452","462e8abc-a26b-4e6d-b909-75b8453fd03a","2919","8530"
"453","9b01a32f-a33d-462e-8ea1-aeac649ee0c7","2317","1584"
"454","4a8ac23a-e27a-44db-814a-f8c31beb68e6","15843","19912"
"455","90b97e8e-2409-4084-9fc3-be6e159e3f4b","4178","4013"
"456","e089ad8d-a7d1-4f54-bf4f-253e06aa5538","1507","861"
"457","5fc21e44-d663-495a-b16a-7cc641af5deb","15281","19613"
"458","36bfa85f-737b-41db-a8fc-b8825850ffc3","297","208"
"459","70760805-33c4-4ed0-8637-be2ecf1b02cc","976","755"
"460","cd71e6e9-42bb-4a1a-b5ce-17f41682b3e2","11695","15498"
"461","c310b8e8-468f-4189-9b72-9589a2ff275d","7231","7982"
"462","f208f09e-b5b3-4b06-87cd-f7230fae17e3","21140","15369"
"463","66ae5199-0751-41bc-af30-dc70a98a9a45","1250","967"
"464","44927128-c890-4af4-87ab-a036803baf94","845","753"
"465","52074ba6-e495-4ef3-9bb4-0703888a9f68","18191","17712"
"466","42ff65f2-31c1-4517-9c17-1f68c7b838b1","797","782"
"467","82eb8936-7bf6-4577-8320-a2639465206d","10037","28019"
"468","84b0af1a-8f10-433f-a1ed-948e71712b16","6309","12205"
"469","fac3ff34-6ba4-425a-8f01-b181ef4a908a","915","890"
"470","36f2397b-9fe9-4e70-b93e-996ce7e2240b","616","611"
"471","3cb3928a-526c-4a3d-93c5-53315fa9bde0","13156","11995"
"472","a4a01f5d-18e7-4571-8c3a-76ec0e24e2d7","11933","25886"
"473","6fe07aa5-fec0-4eca-a456-f29bff451b04","16670","18121"
"474","7859f3f1-656e-4901-9194-f1d177d51524","5108","5204"
"475","f467181e-d5e0-4285-b47e-e853dcc89ee7","18394","15216"
"476","42170037-440a-42f8-b5e3-af096e3784d0","3867","3491"
"477","67efec0f-2103-4346-a808-4bec4981b450","767","1194"
"478","74b24a51-c0a9-4753-8cd4-3b3ab4880ebe","1009","1304"
"479","eddd6562-ab2a-4a26-a53a-2141854a57df","4991","2448"
"480","5cbef01b-cc35-4f52-af7b-d0df0c4f61b9","16464","12242"
"481","c30774c8-0bfe-490c-9619-1999908b0fe7","4636","4075"
"482","8b431ac6-0806-4e4a-9b6b-1734370fa890","5366","5070"
"483","c4406045-e640-4cfe-8b88-4732cce314d4","10556","6260"
"484","abee6fa3-c035-426d-8062-d5b3a79564a1","3195","3403"
"485","4898b9ad-f564-4ff1-9046-b1a16dfd5200","8830","4703"
"486","eb5c8564-927d-414d-b152-c7b48a2c9d8b","5308","9681"
"487","8830afec-83b3-4213-aad0-f6377f1d73ac","9657","7011"
"488","b7ddce8b-9e5c-46bd-9d33-41b134ce1a7f","15225","15127"
"489","8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11","16267","16140"
"490","69ee3720-a7cb-4402-b48d-a02c366f2bcf","14784","19008"
"491","e5834663-0a18-44fb-a9cf-13b3395ff697","392","248"
"492","3af4fbbb-40e7-41c6-a19f-d672ea327173","1068","421"
"493","66c662b6-6e2f-4930-8610-912e24c63ed1","23457","10894"
"494","6e0d1400-a880-4b2c-8305-e9b985a4549c","3195","2164"
"495","b9bc39a4-d69c-4be7-83a7-7667c8995fb2","4263","4709"
"496","596ffa74-3d08-44ef-b113-765d43d12738","8584","27926"
"497","1946a82a-f927-40c2-8235-38d64f50d043","20181","12486"
"498","e26fa4b0-ea73-4a33-a745-44077a0d5a59","9980","4411"
"499","65041e06-83d2-4987-ae52-c17a915fc82a","12815","8423"
"500","05ec70a5-3858-4346-a649-fda0a297b8c1","7980","5442"
"501","71a94ed8-03cc-459a-bd35-a081ca88a402","7654","7311"
"502","3997d4a6-c2bd-4191-8406-eb07f0abb5d2","5655","3354"
"503","fa7dfb26-ce53-44ef-817e-e5aa511fddf6","2724","4565"
"504","27613b78-1b9d-4ec3-9db5-fa0743465fdd","15120","6397"
"505","e0546ff4-b8dd-45cb-bf8d-9696ea77bcaf","1467","1471"
"506","e940d7a3-01d0-468c-86ea-5dc4d89dcf80","13361","12719"
"507","7cd2d860-c6d7-4be2-af50-57c51ee45687","12315","9329"
"508","d15721d8-56b4-453d-b506-fc915b14cba2","19057","14291"
"509","013fa897-86db-41d3-8e9f-386c8a34f4e6","17042","16782"
"510","4449ccf6-c948-4d33-aa97-b6ad98ce4b5b","12255","22830"
"511","b5bd9f88-962e-4730-84a7-795592ba42e8","16401","17933"
"512","584c04d2-4acc-491b-8a0a-e63133f4bfc4","12190","23109"
"513","a04428a8-f7df-42fe-95dc-47762fe346f6","13534","3631"
"514","df56132b-a187-4937-92fc-c4d9a02fe704","12755","13081"
"515","184699cd-f489-463a-95c3-f2f72d6fd92a","2669","1949"
"516","25d6c9b6-051e-4b98-8eb7-bf648889521a","1124","833"
"517","10a9ff92-9637-4498-afea-7044b2ab0dc0","20154","12982"
"518","fde36fb7-0f06-4203-8686-84915bdeeb25","792","549"
"519","ba550d0e-adac-4864-b88b-407cab5e76af","14088","10783"
"520","cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493","9878","27182"
"521","b071f9fa-14b0-4217-8e97-eb41da73f598","18112","14991"
"522","6d544700-65f6-4d57-b1f3-537fe713f82a","5523","6159"
"523","abb5de38-d3ab-40f0-b98b-87ab0fd779e6","2668","2180"
"524","b6fa9b9b-41cf-45a6-adc0-0a4c9a8c0d3c","4861","2044"
"525","43968c1e-dc13-4559-9568-de8372513377","9436","20451"
"526","f4591a29-b59a-4160-8726-da8001b2c3d6","4039","4859"
"527","7c158ea8-c0aa-410e-bdc1-20bba9759577","9658","8369"
"528","35723b60-732e-4bd8-957f-320b416e7b7f","16522","14324"
"529","3257dcfb-0b88-4efa-ae43-9b92a799a463","3077","3897"
"530","51a77a0b-69be-41c4-88f4-22f25a9a63e5","4469","7086"
"531","13d7202f-c9d7-4f75-a376-f9f8fa867ef9","1401","1564"
"532","c8a9ae11-63bf-409b-8bf3-a96b3712a2ff","5256","5885"
"533","867a714d-ed6c-4e14-a9a3-5ff858e436af","518","558"
"534","c47267ed-7482-40bb-a4ea-e1399cc8ce04","7733","8555"
"535","8c437ee8-8ddb-4254-a916-a0f0355fdd80","4465","9234"
"536","54d264fc-e80d-4489-9266-8b22081cc773","347","332"
"537","dc4a1f32-d787-4c99-9bdc-1d5affdf3f2d","2678","1500"
"538","2a699c92-2898-425d-83b8-f13b966548d9","220","85"
"539","561d854a-6a28-4aa7-8c99-323e6ce46c2a","12378","7598"
"540","d99a6247-94ab-4685-87df-572ba6ef44b7","2399","1516"
"541","d4d3c818-005f-43bd-b0f8-89e74dfe4dca","4746","9336"
"542","62bd8d93-5e1e-480f-8642-9c346e93ff11","13016","10771"
"543","802f09ca-3f3f-4fc1-a5fc-0e8bebc15f62","6197","11420"
"544","a530492f-8806-4bd7-9c14-80c237eb92fe","13562","16804"
"545","bdc23193-548f-4130-a9cb-026dd6775c8a","2880","1002"
"546","a7364635-5bff-4abf-aaa0-136be4144a87","1134","734"
"547","ad386705-fb8c-40ec-94d7-e690e079e979","9896","9387"
"548","9c0b1b7f-d63d-4e4f-bbec-1e7e7607dd22","890","1051"
"549","05755bf1-380c-487f-983f-d1a02401fa28","11573","21460"
"550","adb685b2-9fb5-4e25-921c-d16c3d1a7fe0","2566","2777"
"551","c309d914-93af-4b3f-8058-d79c75ea89da","1640","1302"
"552","3fafb3eb-bd69-4463-b6aa-bf88472b6089","8935","4259"
"553","a5474ad8-1671-4ace-a5ea-82df42245bda","11257","4390"
"554","466d8c39-0367-40da-b701-66f6cc798e4e","2757","2220"
"555","72609007-4227-4bdd-a993-1e92df52527a","20298","6532"
"556","b01ec649-f8d1-4cd3-aca6-fb6c3522620e","1892","1323"
"557","c213f661-70a8-42aa-b858-62f5bd2d72e9","2394","1612"
"558","9b2a1ef4-0e6b-4ddd-99fc-cdf223dccb08","1201","419"
"559","5e88b386-cf20-4aee-86b3-5a22cb8c2fda","5199","7040"
"560","4e024037-14b7-4aea-99ad-c6ace63b9620","319","74"
"561","188711ed-c99b-439c-844a-ca831f63a727","26648","5277"
"562","6b55530c-efc2-46e1-9703-d9c08cacf6af","15167","10636"
"563","7aa2221c-1560-4517-9c40-abf3bca891bc","2782","2360"
"564","4fbc55bb-61be-4eb7-b4b4-c08c68b4e060","25154","11135"
"565","1fe6717a-73b5-4e70-82c5-6b83a08c997d","10562","24816"
"566","18d385e9-1448-463a-b623-981c3ac6ff86","21675","10703"
"567","0bc858a1-3573-4216-9423-c96dd8c72919","19528","12869"
"568","3b1c66fb-98ad-417f-b01e-49baf37f06a3","15753","13567"
"569","e3c5a219-8d32-4b10-ba45-31bfa677e821","5108","4578"
"570","a670e05a-cea8-4b37-bce9-d82daf1a0fa4","11206","24051"
"571","03ad1736-b7c9-412a-b442-82536d63a5c4","12967","16240"
"572","d10822a1-52d0-4aea-b5d0-ca022820d64b","1750","1445"
"573","c71dd65d-7e23-42ff-a129-4bb7de341e4a","3485","5069"
"574","bc07a2b3-807a-4dda-9c19-003553f18f45","3317","2907"
"575","5334edc0-5faf-4ca5-b1df-000de3e1f752","8625","9383"
"576","ad76c38e-a7fe-4f95-a309-2d24099914d2","4155","2328"
"577","3feba7fa-3837-424a-b4f1-0077d217f569","10018","10670"
"578","4abec6e9-1b68-4b47-b157-2cb92b4c3f64","1474","787"
"579","ea734eed-ca0f-42dd-a04f-32f0242a4e8c","114","28"
"580","1eeaf46d-4991-4e95-8068-927627ccfc18","6438","6670"
"581","1c89bbcc-a253-452a-9181-546eb536e06f","13483","14047"
"582","6821bf3f-5d5b-4b0f-8fa4-79d2ab2d9219","12347","14040"
"583","e5d87018-16a1-4a05-acfd-6a4809ac62f6","3691","1703"
"584","9f041c61-f382-4048-a1f1-33105124bb99","4018","1458"
"585","84eac621-1c5a-49a1-9500-555099c6e184","14152","19427"
"586","608c45b4-974a-4a10-a9e7-3a9824ea7742","3416","5982"
"587","7e636b7d-59c8-49bf-a481-54617220c6e3","696","1072"
"588","115eda90-a9f4-4437-9e4d-513daa0d5f35","16217","11407"
"589","d7ab5dd4-9923-4e3f-b8ac-ae028cdfb167","2825","1816"
"590","e6791155-ec80-4a7a-b108-54481ff73ead","5658","4230"
"591","719db6b1-0d91-458c-8d18-875ec44105bf","607","263"
"592","debabff3-2559-46e5-862d-ef2a906d7010","3657","3828"
"593","40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27","1846","1983"
"594","b0c29120-f45b-43f2-bf3f-9865aaa07acb","12927","18271"
"595","b9fc8100-9653-4a7c-82e3-67fc69bd1ef5","910","768"
"596","007dbf51-6ee0-4038-8e90-94a954e25ca3","9544","11307"
"597","07b6020a-c539-4d68-aeef-f159f3befc76","16985","17544"
"598","c4153c51-b4ac-4183-beb3-c5dbfce39176","16584","16604"
"599","f86d80f3-3d2e-4450-9b0c-638152e93df3","8964","10259"
"600","49c4378b-3c36-4c5a-8999-8d936e74f39b","7880","9006"
"601","41a94033-8b12-4c60-a22c-38c78801e363","8895","8704"
"602","fb56cc34-2ab1-4621-ac18-9bf2895e5f4f","5659","4507"
"603","4de30660-26a8-4390-af6f-8fc0564e7e61","10051","10525"
"604","38550441-d437-4aff-867e-e79bf0c04142","13848","13567"
"605","86a064f9-3ed4-4621-b29d-d05442c6b1ae","13311","12602"
"606","655b3e5b-09e4-45dd-941c-6fa3fc12521b","11812","14140"
"607","be540c02-7898-4b79-9acc-c8122c7d9e83","5385","4392"
"608","e664d1cd-23ab-48d5-b8fa-e98485daa5be","2562","2593"
"609","45be8e20-3c3c-4e78-98f0-b5bdecf2f703","10120","9996"
"610","c3bf5aee-646e-4030-9ab4-d1fbd4947a97","5785","7176"
"611","890f2a9a-6488-409c-8684-d28b283b5b80","10012","11441"
"612","c8fb45c8-b3da-422d-a6db-73ac2ee56f77","11908","19931"
"613","52f612c7-9388-47aa-a3de-494d673671ac","982","906"
"614","520c81bd-e7b4-45c1-bd8f-976eba5b39e1","2961","1700"
"615","43b58c98-3779-4b04-9a23-1c95cca3a145","14984","14559"
"616","fe85786b-e560-4b12-824f-69500da555d7","10570","17010"
"617","c28a2f8f-60c9-4964-94ff-f0700e5a77a5","2023","4393"
"618","a9ae7a19-be18-4737-8eb1-af560eb177de","5479","4127"
"619","9052d2d2-17ce-40f2-896c-8046cfce02b4","971","769"
"620","edc26f67-c3a8-40f8-832b-15560bca413f","4848","5279"
"621","8a396a9c-2e4f-47e2-a587-c26e93a0953f","15198","12579"
"622","0b6b5e56-9c72-4106-8285-60c4983af93f","3664","4203"
"623","23228f18-01d5-493e-94ce-cfcde82a8db2","3755","1432"
"624","3dfb71a2-2e06-4a69-8839-3e1fc07e92ea","15996","11186"
"625","45b3b313-0ec2-455b-b2fb-858bb4faac10","3839","4068"
"626","83b86967-6b1a-4ca8-9cf0-c7cfe047ef3f","13973","18583"
"627","3b3531c4-cd2d-4df0-897c-a2e29b8341fc","12616","15421"
"628","0dcf7f6e-da64-4fa7-bc80-5950c55fa8d2","4691","3059"
"629","ed785ff1-8b1b-4bc0-8a24-dcc831013059","4076","4099"
"630","091e199d-bf08-4563-97d8-90dd418a7b6d","3478","7649"
"631","86249cec-bf8f-40fd-ba62-035979f57dc3","1518","1505"
"632","25b75a66-ce83-4db3-b136-395a3c3784c4","13551","14504"
"633","5221de81-b3cb-48d6-8e60-7c04b5daf02a","11795","18034"
"634","854b0687-f9fc-4109-b59f-dbe84ebc5de6","10059","25475"
"635","a2588b38-6532-4186-b0c8-9aff306d56f5","844","457"
"636","0509a681-a362-4800-9075-656041dccdbd","3536","2650"
"637","23d8426c-18c7-46e6-a51d-7395bd43c641","6856","2755"
"638","8e66ea2b-b57b-47d9-8df0-df4630aeb8e5","13240","9321"
"639","c55c751c-70d1-4826-88b2-f74b3551464b","9468","13790"
"640","e938a15c-b17e-4e7a-9f68-ff0d536cab44","5823","3832"
"641","29f6333a-b4c8-4416-8fdf-598bcef1122a","8455","4135"
"642","632fa908-1fff-4446-a600-72fa41f76a20","7062","5970"
"643","4dcffc18-b573-4850-833c-d08e2b7e93b3","16252","18092"
"644","c163f6f1-84c0-48fa-81c5-8129739b6c3c","11986","15107"
"645","d794450f-e4a8-43f6-9883-12bb67874119","6238","7326"
"646","4ac4e32b-bd18-402e-adad-ae00e72f8d85","12181","19986"
"647","e105c272-b5d7-4135-82ef-d60bded54345","13521","19932"
"648","197450cd-0124-4164-b723-3c22dd16494d","17816","15517"
"649","72c090b6-a68e-4cb9-b330-85278681a714","3773","1882"
"650","8be0594f-8c13-46bb-ab06-f93ffba5c776","2015","1695"
"651","d2b83114-af3e-4397-b570-10d81f1dd650","14930","14846"
"652","abc08d4f-4e3c-4b5a-b1e8-d324cd6a2f92","243","230"
"653","484fcb82-8ee2-464f-8fcf-c507c4d44e5c","932","278"
"654","ecbfb0f0-7aef-4493-8341-a054c4bb23dd","3118","3573"
"655","0daf1c34-212a-442f-905d-c44f2adcc020","10817","11821"
"656","f06e6e44-1083-4283-86e9-8ccfc6ef6649","4027","2295"
"657","6f92929a-6381-48ac-b348-83b43b9cf646","10617","22417"
"658","1a99cc88-aea3-4fe3-96b9-20791667f65f","18046","11517"
"659","4f6dd51e-bfd7-4153-ace7-9316d1757a57","6329","3170"
"660","8cc8eb33-616e-4392-9fe5-28b1fd15adad","8087","4620"
"661","51508c1f-8d07-4a00-9cf1-26c570fe7b78","24597","8547"
"662","c3c82bdc-d9e7-4836-9746-c24ead47ca19","13115","16186"
"663","be407b02-f3e6-4ed5-9489-f8e5f0ab36dc","16285","18248"
"664","b7ffd2af-418f-4be2-bdd1-22f8b48613da","19215","17647"
"665","ada7a83c-e3e1-40f1-93f9-3e73dbc9298a","14853","18173"
"666","73fdb566-a9b1-494c-9f32-51768ec9fd27","21980","13351"
"667","34c63966-445c-4613-afe1-4f0e1e53ae9a","19004","9842"
"668","d13f0f47-36f9-4661-87fe-2de56f45c649","9250","26289"
"669","667e856e-f3a7-42e9-8244-95422ef31321","9008","9122"
"670","49018fd2-95ef-4f7e-92bb-813159909314","10038","26612"
"671","9b21f670-8359-4e11-be1d-bf75b649a719","13783","21232"
"672","a96ac800-bfcb-412a-8a63-0a98df600700","17627","19146"
"673","a0498514-c21c-4e85-8dbf-a1b92374a06b","15534","15420"
"674","0741b30d-e15b-4a8c-b2e5-8834a03d6116","14608","18299"
"675","648615ca-ca74-460d-928a-2bae67ae6d14","13554","19789"
"676","3798b104-01cb-484c-a3b0-56adc6399b80","6180","2529"
"677","13655113-cd16-4b43-9dca-cadbbf26ee05","13281","24919"
"678","20e264d7-b4d5-4e49-8931-a9c67ff07f04","13178","20450"
"679","d4d17620-fd97-4574-92a8-a2cb7e72ce42","16714","16312"
"680","7e9bd05a-117f-4cce-87bc-e011527a8b18","10813","26490"
"681","90218af4-4d58-4821-8d41-2ee295ebbe21","14252","20383"
"682","ef954679-5ee7-4016-acef-7ac71f2fa3d8","20157","14575"
"683","eb3f70ce-f226-428f-8d7f-046c8dbfd98f","16501","7565"
"684","487bfd74-71bf-46dd-b89c-80b7a0f06f2f","16151","14979"
"685","f4ad883e-9a92-45ed-a540-a49c2d1c36dd","14480","23547"
"686","818be9a0-e5a7-4ff5-a190-98d2411d0cbf","14009","17217"
"687","a7d2a5e6-c70a-4127-9cb1-9191d11aa996","879","657"
"688","3c0eb318-d2ba-45aa-9077-b83746cc56da","6347","10763"
"689","28b2fb52-a83a-40ec-8617-6436e26eb3fd","2917","2907"
"690","2c01db28-5e12-4bf9-833b-3ef91b5b5562","183","95"
"691","2eada8f8-056a-4093-bbc2-004909ce743b","14114","17939"
"692","f4640b20-b76b-40d3-9ffc-a38b6718b273","7041","4420"
"693","c507bf8f-2ac0-47e5-b7c6-4afd61a977e2","8730","6201"
"694","dd91eb4b-6d08-4c14-9eb2-197a02a35f6c","15411","17571"
"695","d7fbbe08-e3fc-43d1-ab47-082ba7a4202f","2453","1918"
"696","a0f5f6ab-2a51-4e69-be33-68c1c0635c1c","974","492"
"697","3533dea4-218c-4fc9-ab6e-2e3dc0ffde6e","5862","9150"
"698","c9f22e9b-dd23-46ea-b45d-b1836582dac5","1356","621"
"699","381e2d38-e10c-4f8d-8639-229468239069","1323","1118"
"700","2c916f95-f6ba-46fa-b9d8-dc0d9379f603","4523","3917"
"701","6758601f-6d57-491e-a125-037f382a5ddd","9490","7313"
"702","2e7347dd-3177-4062-b4e9-8f682cbdaf7f","5614","6150"
"703","df765d93-621c-437f-99fe-fda9e135f89a","9016","5789"
"704","906cbb69-b793-463a-832d-b5bf850f01a2","11869","14378"
"705","6386ddff-0d13-4685-9f0a-a82bf022fb1c","12837","11348"
"706","0b44a5b6-5cdd-432e-8efa-10f2a21c5e04","240","118"
"707","e7c2d42e-b045-41b6-a391-88f4ea545185","2931","2672"
"708","5a63c831-5bdb-444d-a9db-974501e3317d","6073","5659"
"709","3e2d3add-c56b-449b-aee2-45fd3f364b99","9093","10779"
"710","bc68928b-fbb5-4aac-baae-52ba49202372","8662","7990"
"711","0e0dd9da-5878-4c46-9a9a-6df43abb5c96","11676","23937"
"712","830daed9-96bd-446d-b733-3ab48f6ab9b4","2750","3795"
"713","cc0b7089-c08d-4c10-b6b0-873582c17fd6","16928","11104"
"714","77c167d2-4965-4421-830a-9815e4956475","17675","8068"
"715","023d64c9-93db-4a20-8c5c-2efa1a53481a","9225","9516"
"716","86e8e21a-d29f-47d2-bbf0-e079f7044e71","11226","21754"
"717","56ef1af4-5184-49f8-a972-583f35c2485c","14454","17458"
"718","b9a2a9a6-7a40-48a6-bcb1-8eff5b89ad5b","12370","18855"
"719","2e41ae9c-afd2-4f20-8f1e-17281ce9b472","9641","27418"
"720","1f0ea98a-1066-4019-9e45-9a0b7529ef20","4766","3490"
"721","71f17703-cd11-4579-b08a-1b1c8e6f5ac2","13737","16137"
"722","8dd98bdc-80ec-4e93-8509-2f46bafc09a7","14029","18212"
"723","602d267b-56ef-47f0-9852-1a3eef7c1fe7","1054","788"
"724","a6018f35-4de1-4003-8941-6f72012898e7","3997","2380"
"725","8ace46fa-e460-4f42-b570-0b0ebd1bbbfb","1570","1086"
"726","d52356ed-1452-4e29-8ecb-d74f68d0f2aa","881","396"
"727","1f574ab1-a46d-4586-9331-f0ded23e0411","16430","20936"
"728","b754ba92-2a09-45de-8d8d-617ddc676ca2","2587","1462"
"729","912f8045-c9ec-4020-b89e-44f748b5012b","6151","5919"
"730","94929f01-b91e-46c9-bf44-d37dc5f5fafb","14288","13836"
"731","bff75706-d1c4-4615-8595-8e22a61c9b2c","1579","901"
"732","c6488dd8-0d4e-4035-bbbb-11719d2f41cd","1559","1881"
"733","b5330942-ffdf-49cb-8a13-b5d7b5d67bff","2934","3848"
"734","db0fc330-1fa1-43f8-a33f-33eaf6a97d78","6173","6807"
"735","0b461f11-c7af-4ddb-a30e-5cb0aabb3e7f","2374","2072"
"736","842e1b63-9a2f-4964-801c-8bb9326585f9","4257","4993"
"737","175d0f58-5c4e-40e1-8bb8-a150cdcbb7e4","1204","1088"
"738","149326c2-b8a3-48e3-b3d2-9b5b9593127f","7885","12691"
"739","7570a0dd-5a67-401b-b19a-261eee01a284","14789","15581"
"740","231475d8-fddb-4d7d-aad9-287e59e4b4ba","8572","11613"
"741","c1e98e4a-4628-4c89-a7a6-0e0171600b05","19025","15447"
"742","c2d25856-a09a-4d15-b404-77dd19c19e63","15251","23059"
"743","adbbaf02-cb2e-432d-b24b-f016e9a65a44","3664","3487"
"744","c76b85c5-56eb-4b05-9d48-da395e56796a","5087","6500"
"745","d42d210e-b903-42c5-bd85-48c91218dd44","4673","2052"
"746","49814f71-8fef-41ec-9af8-b6995c0bd601","14487","8767"
"747","8eb5c47c-4847-4c4b-a041-879d8fc5fbf3","4927","3823"
"748","3e7321b9-095c-4689-a086-eb75fa750157","1292","785"
"749","6648391e-7890-4f6c-b939-976f215195d3","17361","10120"
"750","4236acde-2ce2-441c-a3d4-38d55f1b5474","20241","13448"
"751","e162b2eb-6a42-4240-8c1b-c94d9a0acb73","10115","18943"
"752","cbcbb22c-3a8d-46af-b4ba-09c98f0d7931","19207","6281"
"753","c5f5dc27-3059-49c0-ae45-5009a01bb9ec","10776","7581"
"754","9abfb2cd-7a7f-444a-b1db-7e5dd1def050","2367","1312"
"755","6aa55ee1-4c46-4f7c-9a6d-5051dfe2c06d","12614","16506"
"756","cf119120-7df5-47d7-9dec-49f8837a4e40","4710","4879"
