"id","gid","male","female"
"757","11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5","18262","17968"
"758","70f0e309-5418-49b6-a130-666e2f76eecd","9467","29424"
"759","ff0d20a7-a69e-4207-a18f-ca808759499d","2532","2230"
"760","e8993e9d-9313-4447-ad23-791459a3790d","22976","13947"
"761","3347dae7-1a86-4630-844e-e631f969c252","3940","10490"
"762","0c1838b0-1b77-4068-afdf-838cd9d3150a","998","893"
"763","e23f48d5-f6db-4405-855e-606baaceea00","4","2"
"764","407d7ae0-c297-491c-bd19-4185e2b12ef2","12891","15401"
"765","3df29542-402a-49a5-ae1f-82f936184b3b","2738","2198"
"766","fa319aa2-15cb-4d02-8a0b-7080869e43ca","6075","10381"
"767","475ae7a5-07de-46a8-a88d-4322259aafa9","9831","12952"
"768","db9d25d7-a85b-4a29-b2ff-8f5b69ed691e","6178","2495"
"769","a0f7a7d5-33fa-43ae-98b2-6aea41aa9f64","4959","5376"
"770","c2f28620-9372-4af4-b961-cc4b9e44d60d","8412","12787"
"771","ba2926a3-d394-4791-af25-7db36093386c","2953","2430"
"772","3f7d40ba-0543-461e-9cec-6341b9c60f2b","480","505"
"773","e36e78eb-3ace-4acd-882c-16789e700ab7","4616","8129"
"774","6a46ba2a-507d-455e-8588-fb39b3d04685","4009","3796"
"775","bb3cbea2-5ad4-4917-bc84-8a1975d40315","22380","10471"
"776","5153eb0e-b6dd-4882-a24a-7d464c153962","16158","5221"
"777","d46b0f4b-ae00-4800-903e-674d3e6018c7","2080","1456"
"778","0b483ac2-aaf0-466b-a5f7-daa8b9c4de20","2555","3108"
"779","fea8db99-8c38-4ee3-bd20-36fb5e3a0839","6293","2269"
"780","618b4848-9402-4b38-9b34-c251938def8e","5177","2873"
"781","637e3261-3f47-402c-9dac-980de5317100","9024","10344"
"782","0685ac4a-5cfc-408a-b391-903ea20e00bf","6445","7534"
"783","b45335d1-5219-4262-a44d-936aa36eeaed","13833","17529"
"784","78357d35-1c85-41c3-b134-37dbca97dd65","7102","7818"
"785","9278d5f4-993d-403a-8dd8-eb61139274cf","3840","3395"
"786","0cda9358-1def-49aa-a0ff-10320f40522f","3775","4343"
"787","e7cc23d7-e551-466f-b693-cba966b5776e","2811","2015"
"788","d98c8149-0c01-4151-93e1-48fdc3d5027f","1155","1182"
"789","756cf672-d4ae-4470-a3af-a43d776a211d","17099","11854"
"790","3b2b817a-596d-4e05-83c2-0e1f67432ffe","941","1352"
"791","ce49b1f2-a903-46fc-8b84-b5699f019a06","4944","5047"
"792","918dece0-de80-42ed-bc7c-b47623da3275","1423","1511"
"793","53e48f4b-35e8-4e0f-a5dd-62ba1303e666","3321","3292"
"794","22fec580-f9fc-4baf-b8b1-3bab79be8ec8","4199","5392"
"795","d9e1fefa-8617-48db-84e4-d82748944306","1321","1143"
"796","5b1b9c77-dfee-42ce-a4ae-abee4d40d407","595","595"
"797","b5289d82-4be0-47b6-97e6-340f3666d7d9","983","771"
"798","1a74972b-82b9-49ba-9dcf-ca7cdaee4fa5","7325","11820"
"799","1dffd74b-50da-4b21-b8b4-6e3b3943d178","833","510"
"800","73571028-9318-4090-ab36-c111974e195b","1893","1007"
"801","2281c0fa-ee97-43e8-9da7-9c652295d6a0","1458","1636"
"802","00ef5e52-582b-4d53-a03a-bbd5b3084197","7502","12376"
"803","47ea59b7-81c2-4001-8ac3-567877b3172a","16552","7884"
"804","fa92553b-3cd5-4876-a7db-1d9dfcdf9fa9","6172","3466"
"805","a6623d39-2d8e-4f70-8242-0a9553b91e50","12874","8559"
"806","d8f9a4bd-ec27-4e29-8b3e-b8bdb62f950e","2392","1231"
"807","700f0813-e644-4d2a-873d-62fb113d1e5d","7700","1944"
"808","0369e484-75b5-4199-9a8f-7b058dbb227a","3405","3112"
"809","869ecd86-35e7-409c-9813-28efb8638904","2032","1273"
"810","8e1e03fe-ebbc-467a-b541-857144db10fb","13797","19705"
"811","44f53ec7-57d3-46f2-a45a-8fc3e5908ed7","4038","1280"
"812","933ba1b5-1c94-45c2-8048-1aa32f860c21","1819","1742"
"813","783d0478-b29c-409c-8ac3-0db911dd9a72","9707","11298"
"814","f5dfa020-ad69-41cd-b3d4-fd7af0414e94","23353","12495"
"815","4306a798-e2f8-4192-9a45-2fd41cdae60c","2505","2008"
"816","afcd292c-3c1e-4708-af4a-991aadf957e4","1330","839"
"817","30bb645e-7b3c-412c-8310-a117c5769f5a","4961","3682"
"818","7f606db2-b9f2-496f-a6cd-55e2548f4daf","772","676"
"819","ff9ef2ef-73a6-496c-8528-4b12b21afbfd","7265","6335"
"820","dc3dbfc1-f1f1-49c6-9d7c-425fabf3ae12","12578","11531"
"821","13de9e92-e76c-4c3d-9f63-2f35d8fac364","1459","2716"
"822","86139012-695b-42f4-98f1-1f353f7230b4","4129","2332"
"823","d2f4a968-1f6e-4a4a-9376-ee2b2a50c87a","18913","10492"
"824","789e5db3-502b-4f13-8039-88c70e053fa5","13203","16709"
"825","3ac482b8-1494-4071-a0e9-f192f9d2c2b0","17528","12456"
"826","73d882c7-1146-4012-a61b-a3b2c11fce2f","3413","3131"
"827","5a217fef-76cb-43f7-95ba-75d0c495783f","1368","1156"
"828","34f8701a-24ef-48d6-a130-61149d04530d","1390","1679"
"829","b616019a-810c-4b05-a558-ad8406f225ff","2717","4501"
"830","5bdb38bd-5c5b-4d0f-8901-8bbe1d7062d8","12291","16699"
"831","dd5f8909-245d-458b-833a-cd6b698399ce","3069","2508"
"832","6290b769-173d-49d1-990e-660a4e333877","15199","15742"
"833","bded3a41-acd7-42ff-9402-cb59e35be8f4","19","7"
"834","37c1d151-dec5-4495-8f38-d8f503bbe39f","607","260"
"835","5f572b31-8fd9-45ae-9beb-358c98d839df","15651","20432"
"836","e8eed2c6-269a-47c0-aed9-8517a304b02c","10548","13151"
"837","b7a98e65-7ce4-4fab-8cf3-6b3ccda6115a","1302","382"
"838","01c00aa2-0325-4cd4-8a45-ba7193789c2b","3809","5782"
"839","3efd863f-6a5c-400a-9868-6ef533d51509","11855","17221"
"840","33c5f321-37b5-4c8e-8eff-a8a6a5ac2e44","3668","1732"
"841","87c2d990-d33a-496a-a6c4-0acdd240550c","2351","1941"
"842","61cd6f2a-cdde-4f34-aacd-b992badcacba","13303","20497"
"843","8ef1df30-ae4f-4dbd-9351-1a32b208a01e","14104","25285"
"844","28c61030-4f23-47bc-a7ad-2befde0eb34a","1567","1754"
"845","1e816beb-dccc-445b-891f-f61d7d0e70d3","3156","3565"
"846","f5d7fa42-7764-49c4-a783-d7b6f7e25d4b","646","590"
"847","9461a980-8278-4e49-b65e-abe15cd21572","0","0"
"848","61653550-fd9b-4401-8248-44f2d064d384","1898","806"
"849","d8f3ba00-880e-47cc-bca0-f14751b088e7","266","242"
"850","43dcec48-1764-4055-91ac-afe8a4d25cd1","2608","3650"
"851","f36f2a6d-91fa-40cd-a282-9156c895ffed","1665","1606"
"852","d2740d37-ee73-476b-8b23-da20c8d792da","27","19"
"853","332228ce-fe8c-4a5e-90e0-e1361553e5ff","11418","20049"
"854","3eb72791-6322-466b-87d3-24d74901eb2d","4988","6262"
"855","6eea322e-ab09-451f-818b-a1348ce14b91","13984","21564"
"856","150ba3fe-70cf-4892-8679-8d0d6650e9c7","1457","1412"
"857","0d1a2613-c90e-4985-9213-47dfd50d6ef4","5078","2222"
"858","e7af1101-e51a-4eaf-ae2e-b4de760bd428","4884","1560"
"859","642101be-1414-4ef1-bb15-fb94a858ec5e","3698","2635"
"860","ff00d819-c4ba-4fb0-86ce-dd0d3b14a336","804","1136"
"861","fa0daf56-e94c-4007-9a00-4d1b05d85f96","8753","9570"
"862","299278d3-25dd-4f30-bae4-5b571c28034d","14051","21679"
"863","ac70f34d-95fd-40ed-b436-f5402fb5ffb8","14676","17549"
"864","281d60f7-1df0-4601-b109-9effe046a86f","10314","16431"
"865","6a3fdc71-8bc4-4aca-827a-717072b60635","6838","8537"
"866","dc82f820-589e-4f98-86f5-07cd95b6ae92","14434","10044"
"867","bf48d271-9595-4043-9064-52f43707d4ab","4302","2207"
"868","8386d976-933e-454c-8364-63f75dd7b7e2","3401","2659"
"869","80fe34d0-6b4f-4ccd-81c3-281ab37f0451","4632","6345"
"870","7db8b02d-970c-47b9-a14d-4ba2567901a2","12316","17545"
"871","043fac0c-5e97-443d-b39b-2df54ee619d2","1888","1432"
"872","b26b4b58-10b6-42e9-ba80-b1addd4b0adf","13349","11001"
"873","a3075810-0a51-4a35-a068-db1ecb111c3a","1373","1348"
"874","ca2f9ff7-c53d-4b8b-a687-a5001ce5fcf6","5437","5888"
"875","69837400-8e31-4949-aac2-00b46b4df126","8792","21717"
"876","ab075e0e-1fc3-4353-9cd4-f62414b71097","13460","17917"
"877","dcb2955e-ff59-4ff2-a608-cbb90ee3ac38","7775","2935"
"878","42c14c80-bd17-47e4-9bb2-a35897638c4d","10416","4543"
"879","02ceff75-7363-493e-a78d-912dc86c7460","6068","3721"
"880","58e5332d-383e-414c-9917-776d7b1493a2","15792","11815"
"881","13df2a46-f72f-40e7-aa63-26fcf62c7048","21512","9826"
"882","3d1ce0c0-2664-47a8-b82e-736c65661e2f","2971","1784"
"883","3599a39e-4e10-4cb5-90d4-c8a015ebc73b","16842","13187"
"884","92e634a7-6023-4be8-be15-ebba822f5b34","15183","17619"
"885","d97ddf85-3933-48b6-8ae0-b681415b8a9b","2086","2392"
"886","2339bc21-aa92-4850-86f0-4bb9433910c8","19225","8657"
"887","e595ed1c-9251-4362-a816-534f141d16ce","5814","3434"
"888","acd96b93-511c-49d1-8438-a399d767f3ef","1985","1784"
"889","2f96b6f8-40bb-4092-adba-45ee900ffd3f","1182","1591"
"890","926059d2-20a6-4667-8a35-95622b460279","4208","10094"
"891","d8df7087-06d5-4545-9024-831bb8558ad1","6581","3131"
"892","eddc0911-21fc-4327-ab90-ccc459ce1ef7","11014","21879"
"893","302bd7b9-d012-4360-897a-93b00c855680","21666","20065"
"894","b98c9e55-6964-4c62-9804-bd325bd15d70","3881","4162"
"895","15106b76-401a-4b87-b5cb-c01e5eba84b2","812","466"
"896","95fb8a11-e195-4249-9b80-1fa813c6707c","2561","2475"
"897","fd9c10fd-dc64-4fef-be42-fcc80ef1ff32","2211","1528"
"898","ba2f4f3b-0293-4bc8-bb94-2f73b5207343","17004","8725"
"899","142dd7b6-6466-4839-84f6-0edfaaff0d97","2952","2380"
"900","56e347d3-0306-4a32-a015-f9d19ebf56fb","10877","24129"
"901","36494952-f434-45d8-a958-8b4acdbcf8a8","23384","17324"
"902","194e87c9-b3fe-4fbd-82a7-8c54b4dd4c76","12565","24093"
"903","d262ea27-3ffe-40f7-b922-85c42d625e67","16046","20286"
"904","7d209631-ccb8-4a87-8516-64abe4c22dba","11967","5063"
"905","18b3355b-71a9-40e0-b0a6-e922eddbb5cb","1390","2203"
"906","a8754ac4-a85e-4f48-a81f-eecd482570ef","25483","10505"
"907","3414d446-735a-443c-931f-10634f57e5b9","11553","29409"
"908","b09b5127-c62e-4bb2-b790-1e4aa18749ed","16383","9935"
"909","335abb73-0134-4264-bfd7-9b110ab8d4db","5859","9776"
"910","7b52603c-a84c-4a76-8dc8-899bb4dd9fa7","17328","13038"
"911","b202beb7-99bd-47e7-8b72-195c8d72ebdd","8847","27116"
"912","203783da-e3a5-450e-988d-704826ce3a82","4422","2163"
"913","8fa3f306-f5b4-4488-b94a-3cc72b008b9e","9511","15932"
"914","ecd01487-9fb4-41e2-adbe-3414b6f8e744","894","410"
"915","d7f5305a-15fc-4af4-a61b-f6f45510cc8f","6218","1793"
"916","c32c4e72-ee6f-4a12-b8ec-2d8506387ae2","10285","6615"
"917","3869dbb7-da0c-455f-ad74-332a9d35d016","6866","7379"
"918","5b3cc848-942f-4363-8e89-b63a13c3fd0e","3428","1430"
"919","f90e8b26-9e52-4669-a5c9-e28529c47894","22074","12379"
"920","4c56405d-ba8e-4283-99c3-1dc95bdd50e7","12960","14801"
"921","8031b6c9-906b-4a54-8b48-d61cb23cd35e","4239","4669"
"922","a3ee920f-4e7f-4993-8aca-4b8538cfaa4a","6386","2323"
"923","dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3","11763","24364"
"924","d547b148-cf1f-421b-9464-ce7411ba44b8","14794","17496"
"925","0319d75e-4100-4cd0-aa84-175335ed6e42","7954","2439"
"926","cd8c5019-5d75-4d5c-bc28-e1e26a7dd5c8","14231","15076"
"927","7208d210-66d4-413a-90c3-167b2e6bd4fb","5850","3676"
"928","bb1f91d2-1b54-4ee5-b55a-626492a5904f","15514","18645"
"929","63768df8-b589-49e6-ae62-899206bab9a2","5489","3326"
"930","a4f54716-24d9-4c6b-8ba7-1d7e7a5173d0","16088","14982"
"931","daa09819-5da5-4c7a-8bef-eb372bb27ff1","15267","19999"
"932","6dbd7f8b-20ac-4287-8dd3-b4cae5c5f82f","8271","4696"
"933","63011a8d-0117-4f7e-9991-1ef1f337ff70","14919","19402"
"934","8d552dfc-648f-401f-90de-e925013ca537","9882","26481"
"935","f08765e5-70a9-4e43-bae0-987302a598d2","1984","2036"
"936","a16e47f5-aa54-47fe-87e4-bb8af91a9fdd","36","19"
"937","6ad95b5d-6ae9-45e3-847a-121d2b32dadc","5708","2493"
"938","e5c7b94f-e264-473c-bb0f-37c85d4d5c70","10561","14906"
"939","4236d929-9a81-4c8e-97c3-8d3306780f50","14550","21805"
"940","326cfc59-47e8-4ea8-88d9-13afceda9585","1836","2675"
"941","de11b037-d880-40e0-8901-0397c768c457","21237","15047"
"942","1138a764-2212-4d0a-b02d-0dc14df91e08","16298","17535"
"943","36eae729-eb71-4ab0-82f8-9bef3255d881","3417","4423"
"944","80b3cf5e-18fe-4c59-98c7-e5bb87210710","20789","11518"
"945","ad61e25e-5516-41e1-b60d-744e8220986e","13614","22485"
"946","f6dcd1e0-ad40-4687-8501-5b9a0d1d74e4","7928","16012"
"947","9bc2b431-b998-47e9-aea2-f6e08e75b920","2497","1278"
"948","92337972-f0c5-4ebd-be8c-f6b23d596ae1","5658","3800"
"949","6b66dd3a-d88b-4732-bc13-359d8964b7f2","5156","4510"
"950","2e04a82f-9118-43b1-a918-bf84f122f7fc","14909","16321"
"951","40b8a690-94e4-4c82-ad0f-73f4b841e46a","22044","6949"
"952","62564a24-1b7e-4485-88d1-0c2dc0a749b6","1963","1828"
"953","795a1990-fa3a-402b-b0d5-705529388abb","2558","1397"
"954","9a086d54-365e-4f53-b75c-2911d5475084","2968","3376"
"955","680ba421-a0ec-4e68-96c2-5f092a11fe5b","5729","10372"
"956","aaaca27e-cbb4-42d8-91be-57e902120817","10525","10637"
"957","9b8d6e11-05a4-4688-9d96-ad746bfedc41","9026","8332"
"958","611f1230-7c2b-4610-b9e6-5a4fcb6e3cc7","8219","4454"
"959","f181961b-20f7-459e-89de-920ef03c7ed0","15918","19008"
"960","8777a849-fb4e-4430-9918-170f619c5286","10207","9264"
"961","ec477866-bfaa-48e0-affd-1c151ef61b7b","8262","3453"
"962","802d971d-5fb1-4ca1-8e56-69c64122d957","500","240"
"963","f22942a1-6f70-4f48-866e-238cb2308fbd","4319","2658"
"964","64b58850-3d5d-48cb-82be-74921fb5ecdf","11097","17445"
"965","9dcca4a2-2e05-4f94-9a02-cb97b1beed56","15154","13425"
"966","ea854cc1-13fc-4fd0-86a5-d2c7dba06764","11135","21488"
"967","00467da8-2a92-498f-8b10-a80889bcded7","14072","19913"
"968","fb1a9668-ccfc-4177-a0b5-494e613893e0","3776","1521"
"969","81bac815-97c5-4723-8f0b-4d8edfad1010","477","624"
"970","95c71626-759b-411c-bec5-3fb638cd9c70","2268","3501"
"971","69632f9c-31eb-43d5-a864-e73ac72efc66","195","61"
"972","e7990ab6-0dbe-4438-a7dd-ef0fb1c5b302","9126","16169"
"973","3fa7095b-4447-465e-a784-14b07789d7a1","8079","19639"
"974","e9dfc148-d5f6-425e-b80b-f99ed2bd7c09","10714","5088"
"975","28537bf2-22c5-4840-91fc-fcb98e8c7379","15628","16640"
"976","eca5dd0e-edc7-4658-85f0-762e263b4acd","6931","7544"
"977","55e406f7-6f37-42dc-b45e-4d7305428547","9191","3955"
"978","7cec4a03-0a83-4308-856a-afb8aa5db0fc","14248","7674"
"979","03172286-f7ed-4864-a4db-459cd5ca9790","10495","27312"
"980","62773859-b9b9-4108-b814-cfd91459d716","4714","5421"
"981","2f96dc59-2e3e-4b17-91a8-80c8bd55de19","939","801"
"982","7177fefd-be55-4076-a10b-37fab913855e","13286","10362"
"983","d4413202-55ab-4bb0-aa08-da021d41d707","2631","1533"
"984","56677704-9fa7-4150-9b18-a3b21ff72bc1","998","700"
"985","5b11f4ce-a62d-471e-81fc-a69a8278c7da","20187","14843"
"986","9a58fda3-f4ed-4080-a3a5-f457aac9fcdd","15773","16111"
"987","835a6d9c-fea0-4a71-ae52-9c4da946433a","8529","7602"
"988","35075097-7ce7-4719-b03c-c539ef61d574","14909","5805"
"989","e204ed91-3684-4561-b29b-d0b53f8459a7","22300","7199"
"990","edc72f81-e9b4-4b5a-b56f-cfd50b0d7913","2953","3040"
"991","c8fc1732-d191-4a29-a33a-410f98eff13b","20816","9816"
"992","68cac857-3147-43d0-879e-c63dc9c82014","19043","8183"
"993","66ad8456-1d33-4d7d-b8c3-a8f1a3b1e74f","14237","8200"
"994","a4a3048f-3968-4848-9f53-94e3d4f88b53","15500","6609"
"995","3fb49f5a-fdc0-4789-9c84-22b38b3f3cb5","20001","15545"
"996","94dbfe2e-ca48-4e08-a5a8-e1e74136c63d","24078","8912"
"997","148caf56-9882-4051-9a5a-07c53095b33a","1889","744"
"998","cf8b3b8c-118e-4136-8d1d-c37091173413","23986","6021"
"999","9ccfbc94-a4f4-42f7-b6f5-d903ab77cccb","19156","5812"
"1000","d7e76e28-9f1b-4f05-a80d-f9e765746c52","3456","4187"
"1001","648dca8f-45a8-4066-9998-f97dd63e739f","2603","3258"
"1002","28b39ed0-5792-4f96-9230-40555528f32c","931","345"
"1003","eae38719-96b6-4aa5-8303-5bb08f953c86","3697","1594"
"1004","64deac19-021e-4dc1-8d11-658be8763589","4634","6199"
"1005","2f360fd9-6440-4896-9f45-8156e8b0b204","11798","9256"
"1006","a4df3c30-74f7-4e8d-a981-c250e9bda78a","2987","4026"
"1007","4c501a41-5f23-41c9-a36a-5b86e894e08d","4863","2525"
"1008","a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432","18178","16707"
"1009","4a438422-be3a-4359-98de-4d1d62ae1860","2000","2247"
"1010","e6e879c0-3d56-4f12-b3c5-3ce459661a8e","12371","17493"
"1011","d41a6875-b626-4c0f-89a1-aecb643d29ff","6188","3990"
"1012","f931ccfa-5c64-4bee-94c0-32fb1a6876c3","203","121"
"1013","badf56da-2dfd-4263-b627-e93c62d47a94","1061","523"
"1014","abf74786-2f3e-47e0-ae68-69a55c13909a","2477","1556"
"1015","aac7d2e7-4e25-40ca-873e-3930acac4626","8623","23374"
"1016","7583c8b8-cea2-4cac-beec-c1e2afe3df2a","8238","12359"
"1017","195ddaa1-f1e4-4960-a107-58d26cb058a2","3571","2347"
"1018","3f2a12e9-6398-42fd-b257-2f6abd4aa5fc","7105","29970"
"1019","6b28ecf0-94e6-48bb-aa2a-5ede325b675b","13352","7874"
"1020","9394fd0b-4dc0-4750-b1f5-ac87d150df00","37","21"
"1021","6a9e9e71-916f-4ac3-b9c4-7aa520b7d97a","2143","1532"
"1022","0881daf1-20df-4a3e-a84f-6476a84bb172","10581","11913"
"1023","3b291012-b0cb-40c9-8d44-80ce4d96f935","1269","655"
"1024","fdc2a5d1-1ec4-48dc-aa6f-bb84b00672e0","1947","541"
"1025","90cc2464-234e-4da0-b39b-576f36e633bc","11999","14225"
"1026","2008d65c-31ee-4382-8960-5188523568d5","1471","793"
"1027","0f113eb3-6012-4017-989f-9319c3c10fde","1953","2146"
"1028","d08b66b4-8950-439f-bd8e-2dd78dbd7a5f","10137","21846"
"1029","c1857ec7-94b1-43dc-8cc2-0c9d265cd8c1","1575","1742"
"1030","62bf2c6b-efb6-4969-b139-dcb7699378a1","1580","2054"
"1031","60bbceb2-0ddc-403b-970b-b4e9c3b2de5c","6202","7143"
"1032","109e07ec-fd3f-4a04-8649-08e61954dca2","614","365"
"1033","01bb4b3a-3f0f-4533-ae4c-07381e6833da","1879","3266"
"1034","2834bd83-3101-45c0-9ae3-c2d9cea20415","2198","2713"
"1035","e21857d5-3256-4547-afb3-4b6ded592596","21272","14381"
"1036","89942abd-fdaa-48fc-a8cf-649746303c97","919","967"
"1037","c50001aa-4bf2-45f5-bef5-47d064dfed7c","2920","3111"
"1038","e9dfa0b7-6fbf-49ee-a6df-686bb0c041d9","1104","876"
"1039","b7192585-ce8c-4402-8c36-c8ab6eff9140","417","380"
"1040","aca2f168-fec7-459e-a91e-3f5cd504189b","7662","8031"
"1041","2ff0dfc6-0542-4bbc-a44a-60605c074ba6","1386","947"
"1042","759d57ae-ac3a-4b42-b965-314617a75e4f","5278","5712"
"1043","776c8e05-9640-400d-b67c-57934d849599","3126","3427"
"1044","09885b8e-f235-4b80-a02a-055539493173","10950","25820"
"1045","94f6def3-dbfe-403b-bb40-d324c8c13fbb","7417","13247"
"1046","5935310f-e81e-4f8b-8b80-1116527abedf","3042","3196"
"1047","09cbb94a-c594-4674-8255-87112032a751","786","482"
"1048","918937a5-c0a2-40f6-9fbe-5a25f5399b8d","217","95"
"1049","6f1de078-6684-4792-820d-2ffad64c15ed","6990","9848"
"1050","a04e7da2-998b-4e36-abaa-014c00b93622","23","15"
"1051","f3c3803a-3149-467a-a816-c667146f3bed","4674","5695"
"1052","a57e5515-555a-42d6-a92a-465deac3fdd1","1478","573"
"1053","e0953daa-860f-4dc8-9f1a-b12587cdaf17","8131","3625"
"1054","c5a05cda-2f00-4566-9e1d-7b366fcdbfff","2886","3469"
"1055","1b0b533e-9a62-4a95-9c68-f2e140dde9da","3298","3137"
"1056","ccccfe4b-2958-46f3-b5eb-f1d08fc58e4a","5770","3868"
"1057","174d9bdb-4e9c-4c42-8e6a-a29db39bdda5","10135","3884"
"1058","3e0e78e8-cf0c-46e3-84fe-555a3e8ad4d4","3701","2554"
"1059","94c338ff-1985-4429-9dc8-997b61bb5932","16042","13073"
"1060","ca405011-906d-4090-992f-f230739278b1","1441","1075"
"1061","299033d2-1983-400d-b7eb-2cdc227c8b41","395","249"
"1062","d1073d49-539c-46b9-9b79-597b232a9a3c","33","31"
"1063","0cd727f5-1e09-4c54-b5ab-2703b0aa8e0e","319","253"
"1064","808391d8-ef0e-481a-b4d8-59312365e669","1017","760"
"1065","9f9953f0-68bb-4ce3-aace-2f44c87f0aa3","1313","838"
"1066","c367ffb7-d3d6-4d30-a312-396275e39cae","2242","3928"
"1067","ce8021ad-6957-4775-913e-be6562cf779b","423","394"
"1068","cf82a38f-9413-4333-bacb-ca5b6db95794","3466","3777"
"1069","2f94cfb6-a425-48ca-8d8c-87a1f39d2952","2578","983"
"1070","9d2db31f-8904-4c5b-a1ac-58ba91ce0601","1202","1200"
"1071","49c5cce4-aaa6-4600-a9a2-2b045fb6a87b","4270","1146"
"1072","2fddb92d-24b2-46a5-bf28-3aed46f4684c","17549","16875"
"1073","271973a1-7177-4bcf-9a01-ac75d3691035","8212","14217"
"1074","4434746e-b595-43d9-a31e-4ee58c2d89dc","1656","1118"
"1075","459262db-6617-46f1-bd6d-abb29a76f11a","2363","1962"
"1076","b9464eea-4ae6-49fc-82cc-11695b78ebc3","1634","1236"
"1077","594c21a4-b994-4d9a-85a2-aea7b410da5a","871","750"
"1078","e731ab08-45c4-4e98-a1e4-7a16462c9cfb","4592","3494"
"1079","8a744775-e8b1-4554-9f7b-96939b07c829","3398","5245"
"1080","4f48167c-29b8-4bde-a749-6803ce0a3922","7322","4815"
"1081","028e1863-cab4-4a3d-9dd9-91c682c91005","22473","16336"
"1082","b04e3ab1-03a0-46a9-a7d6-66525113da0b","986","607"
"1083","61386f55-12b6-45be-baf2-7c9406965808","11380","7374"
"1084","63aa26c3-d59b-4da4-84ac-716b54f1ef4d","3998","3928"
"1085","a447af08-1275-4e8c-ac8e-b8cf1cca3fc7","5654","9625"
"1086","29730ee3-e1c7-4e28-9ccd-3a0e6b0e8103","15792","9508"
"1087","c86e2b98-4a57-4227-8dc2-3f3859454065","4228","4878"
"1088","1a1cd7f3-e5df-4eca-bae2-2757c9e656b5","12635","19307"
"1089","127f591a-7e27-4435-92db-0780f219f3a1","12188","10108"
"1090","0202af38-ac32-48d0-a546-87caaef2dee2","17475","14598"
"1091","1ba1d493-7114-45e2-b163-a36d49a0c065","42","21"
"1092","3bcff06f-675a-451f-9075-99e8657047e8","11303","6718"
"1093","73700583-9245-4a62-b73b-68f3904a0ef3","691","882"
"1094","68ec1b08-3c2e-40b3-b0af-8f323743fdff","16972","11997"
"1095","0f211bfc-8c69-4cb7-9165-acbe4353cb0a","17257","11683"
"1096","aab5c954-cabe-432e-899e-1c4f99757327","15030","9051"
"1097","a505bb48-ad65-4af4-ae47-29149715bff9","16568","14555"
"1098","d6285d95-8ee1-4de2-8ceb-ff90098ab1d1","10199","7348"
"1099","a555a773-c6a9-456b-a33c-6d4da9bce18d","15013","6834"
"1100","9e0e2b01-41db-4008-bd8b-988977d6019a","17072","13013"
"1101","7bd92ac9-6b2e-4e88-812a-60499ec60a9d","5981","5815"
"1102","9ad2dcb4-4ae8-4b99-a1ed-cbeb813b8c5b","8548","5586"
"1103","3255ddb2-bd7f-4850-b314-bdfa10d14706","14394","10702"
"1104","7717539b-33aa-45d5-b88d-9e627172db19","6763","7646"
"1105","59e7ace7-3233-4f56-af78-4765957402cb","4203","6366"
"1106","cf998a99-5b7e-4342-b372-9c5d45c2ca62","543","425"
"1107","2f90b896-6d16-49e2-a7b5-34850abbaf73","2433","2668"
"1108","57111f1f-9829-45ea-bb4e-a5aba37cd1d1","10364","12293"
"1109","7756e3dc-f44c-4678-a7bc-d1b31204a963","7229","8869"
"1110","1dcc8968-f2cd-441c-beda-6270f70f2863","12610","19010"
"1111","5e8da504-c75b-4bf5-9dfc-119057c1a9c0","4905","9542"
"1112","de7d54d7-0fce-4fb9-84f0-6fee794335d2","553","275"
"1113","0ba1966a-e471-4f98-85d7-8ac0c1f836f0","7623","10136"
"1114","0bbbc496-c7b5-4b3f-bb6d-bd312827d6e5","11353","10913"
"1115","e1f1e33e-2e4c-4d43-b91b-7064068d3283","24504","13163"
"1116","e4d7cfe5-0bed-46cf-acad-ab9a4dcb7aa6","6597","2959"
"1117","cecfcc4f-bf7c-43bc-9802-db67e900af99","309","258"
"1118","07eb40a2-2914-439c-a01d-15a685b84ddf","17478","10599"
"1119","5182c1d9-c7d2-4dad-afa0-ccfeada921a8","9710","4329"
"1120","efa2c11a-1a35-4b60-bc1b-66d37de88511","20855","8812"
"1121","f4857fb9-e255-4dc6-bd01-e4ca7cc68544","15716","13298"
"1122","8f92558c-2baa-4758-8c38-615519e9deda","17491","15342"
"1123","998f1ece-a2b0-47d2-93df-17553430ab73","3513","2638"
"1124","18a163e6-befd-475b-b9f0-3531c72db7fe","555","359"
"1125","728322b0-5ea6-4453-8a2d-c0a3d5be0b84","842","750"
"1126","c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6","10701","14846"
"1127","a0b8cb9e-7532-45fe-a74c-30e7c4009a39","11723","21781"
"1128","0ae49abe-d6af-44fa-8ab0-b9ace5690e6f","8159","9430"
"1129","c3694ddc-f7e5-40dd-9fad-90d11a2c50fa","20632","15292"
"1130","678d88b2-87b0-403b-b63d-5da7465aecc3","22264","13265"
"1131","b6b2bb8d-54a9-491f-9607-7b546023b433","15459","16030"
"1132","12d432a3-feb0-49b1-a107-d20751880764","4600","9130"
