"id","gid","name","gid_similar"
"35",\N,"Blood Lines","0"
"36",\N,"Whispertown","8d6a48ee-f4c2-4fa0-b78d-7b095bccebbc"
"37","e88265a7-acb6-4355-837d-e405d048b908","The Elected","e88265a7-acb6-4355-837d-e405d048b908"
"38",\N,"Johnathan Rice","a68a1001-8a09-4d8c-8083-289885825200"
"39","eaf6a7ca-105d-4a94-ba02-8c3e4040319a","Rilo Kiley","eaf6a7ca-105d-4a94-ba02-8c3e4040319a"
"40","7f4b5546-a3c3-4e55-ba8d-53bf937fed30","The Watson Twins","7f4b5546-a3c3-4e55-ba8d-53bf937fed30"
"41","ff2039e0-a4b3-4c6e-ad23-949f8ec63ffc","Glasser","ff2039e0-a4b3-4c6e-ad23-949f8ec63ffc"
"42","6d1c047a-cab2-46eb-9fe4-db8e8c2e0bf5","Twin Sister","6d1c047a-cab2-46eb-9fe4-db8e8c2e0bf5"
"43","7b86b54f-17bc-4082-8ded-b2f1b92f7606","Love Inks","7b86b54f-17bc-4082-8ded-b2f1b92f7606"
"44","ffaff287-8849-465a-81f4-501a49eafd42","High Places","ffaff287-8849-465a-81f4-501a49eafd42"
"45","2281c0fa-ee97-43e8-9da7-9c652295d6a0","Wildbirds & Peacedrums","2281c0fa-ee97-43e8-9da7-9c652295d6a0"
"46","c2b139e4-65db-4e71-937e-df07fe9da5eb","Signal Hill","c2b139e4-65db-4e71-937e-df07fe9da5eb"
"47",\N,"Form and Fate","fdbebdcc-2fb6-4cbb-9431-77d7956ad584"
"48","872a5eee-fc6e-484d-88b3-713e8a4fda76","The Union Trade","872a5eee-fc6e-484d-88b3-713e8a4fda76"
"49","4c314477-06d9-4da4-8630-75f2c1bf4ca1","Precious Fathers","4c314477-06d9-4da4-8630-75f2c1bf4ca1"
"50",\N,"My Dad vs Yours","031488ea-df7f-4d20-9898-5f99cc3c1611"
"51","f36de6e2-f233-443d-942e-3dcba343ee78","Abe Vigoda","f36de6e2-f233-443d-942e-3dcba343ee78"
"52","4554a1b9-2cfe-438e-b907-2efcda0a1969","Ganglians","4554a1b9-2cfe-438e-b907-2efcda0a1969"
"53","c51f6376-5f67-473d-83d7-fbb492e46eb8","Male Bonding","c51f6376-5f67-473d-83d7-fbb492e46eb8"
"54","3e0e78e8-cf0c-46e3-84fe-555a3e8ad4d4","Cymbals Eat Guitars","3e0e78e8-cf0c-46e3-84fe-555a3e8ad4d4"
"55","d6f199b7-d5a8-4af2-aca5-bc1c2669183c","Pterodactyl","d6f199b7-d5a8-4af2-aca5-bc1c2669183c"
"56","74208a0b-8b72-4954-9aa4-b359babd39bc","Throw Me The Statue","74208a0b-8b72-4954-9aa4-b359babd39bc"
"57","c76b85c5-56eb-4b05-9d48-da395e56796a","Someone Still Loves You Boris Yeltsin","c76b85c5-56eb-4b05-9d48-da395e56796a"
"58","1043a3a9-6722-4cdb-a28a-6acbad217b38","Bishop Allen","1043a3a9-6722-4cdb-a28a-6acbad217b38"
"59","d97ddf85-3933-48b6-8ae0-b681415b8a9b","Harlem Shakes","d97ddf85-3933-48b6-8ae0-b681415b8a9b"
"60","696a827b-5088-49f8-8628-341d28f9ff30","Headlights","696a827b-5088-49f8-8628-341d28f9ff30"
"61","98c0b0bb-f04d-4674-ac71-8842770968d9","big Sir","98c0b0bb-f04d-4674-ac71-8842770968d9"
"62",\N,"Zechs Marquise","33869bca-6f80-4c57-9db6-c1d3a64cc3c3"
"63",\N,"Omar A. Rodriguez-Lopez","0"
"64",\N,"Vato Negro","709706a5-b4ae-456c-a888-b31950d76ada"
"65","003944cb-e949-4101-8f10-1a8ed18b2078","De Facto","003944cb-e949-4101-8f10-1a8ed18b2078"
"66","315e7954-d85d-4cca-88bf-e5421f3a36db","The Henry Clay People","315e7954-d85d-4cca-88bf-e5421f3a36db"
"67",\N,"I Was Totally Destroying It","fa993768-5edb-40f6-aa59-55bf97d824d8"
"68",\N,"Summer Darling","0"
"69","35629919-2bbc-46ee-8fc1-0d2d33583609","Campfires","35629919-2bbc-46ee-8fc1-0d2d33583609"
"70",\N,"The New Fidelity","0"
"71",\N,"The Trak Kartel","0"
"72",\N,"BANG DATa","0"
"73","1855ec17-1365-49d1-b202-4c56c5928ba2","Black Feather","1855ec17-1365-49d1-b202-4c56c5928ba2"
"74",\N,"Zoraida Beato","0"
"75",\N,"DR Period","0b67aff4-ab97-4ada-a5df-eb989f0e6774"
"76",\N,"Ryan Adams & The Cardinals","0"
"77","fdb40275-50df-4894-8481-573e86956e81","Whiskeytown","fdb40275-50df-4894-8481-573e86956e81"
"78","db0fc330-1fa1-43f8-a33f-33eaf6a97d78","Jesse Malin","db0fc330-1fa1-43f8-a33f-33eaf6a97d78"
"79","6e0d1400-a880-4b2c-8305-e9b985a4549c","Justin Townes Earle","6e0d1400-a880-4b2c-8305-e9b985a4549c"
"80","9e53f84d-ef44-4c16-9677-5fd4d78cbd7d","Wilco","9e53f84d-ef44-4c16-9677-5fd4d78cbd7d"
"81","6910222b-74c2-48fc-8c13-a6b88cc28fc0","FIDLAR","6910222b-74c2-48fc-8c13-a6b88cc28fc0"
"82","5ab8835e-ac44-4055-9c11-7878199606b5","Best Coast","5ab8835e-ac44-4055-9c11-7878199606b5"
"83","1f69a621-0a8f-46e2-b5b7-f19149cbce67","Sweet Valley","1f69a621-0a8f-46e2-b5b7-f19149cbce67"
"84","f11ab2aa-4a60-49b2-b37b-505a05b5d179","Surfer Blood","f11ab2aa-4a60-49b2-b37b-505a05b5d179"
"85","cc684d5a-853e-485f-b310-a7660f0c33a6","Bleeding Knees Club","cc684d5a-853e-485f-b310-a7660f0c33a6"
"86","30bcd24c-1392-4915-9dda-c1e1d5693aff","Weird Tapes","30bcd24c-1392-4915-9dda-c1e1d5693aff"
"87","e0cfec84-d6cb-4dd3-8c0b-2c381a4585c1","Boat Club","e0cfec84-d6cb-4dd3-8c0b-2c381a4585c1"
"88","c06cb96b-2a5c-439a-8171-fe3bd7d01ac3","CFCF","c06cb96b-2a5c-439a-8171-fe3bd7d01ac3"
"89","fbd33a5a-06b5-4b46-98d1-8677f5dc44c6","Memory Tapes","fbd33a5a-06b5-4b46-98d1-8677f5dc44c6"
"90","94c9f694-21b6-4b24-9722-4ea18f75f8e1","Small Black","94c9f694-21b6-4b24-9722-4ea18f75f8e1"
"91",\N,"Mirrorring","af715aa6-59aa-4831-8114-5d60035c066c"
"92","a42d66d6-93fd-4531-9cb2-2785abc5b153","Inca Ore","a42d66d6-93fd-4531-9cb2-2785abc5b153"
"93",\N,"Xiu Xiu vs. Grouper","0"
"94","ba49bbe3-188b-44d7-95f3-92ff9939af28","Julianna Barwick","ba49bbe3-188b-44d7-95f3-92ff9939af28"
"95","e5306b29-16c0-4520-bb05-6b21f041b2f0","Mount Eerie","e5306b29-16c0-4520-bb05-6b21f041b2f0"
"96","c9aa788b-98b7-4830-906e-b1c5f4a7d4b8","The Welcome Wagon","c9aa788b-98b7-4830-906e-b1c5f4a7d4b8"
"97","6bf3cbbf-be85-4ad3-8bc5-c4e96276828b","DM Stith","6bf3cbbf-be85-4ad3-8bc5-c4e96276828b"
"98","081b133e-ce74-42ba-92c1-c18234acb532","Andrew Bird","081b133e-ce74-42ba-92c1-c18234acb532"
"99","606f25d1-0b01-4d1f-b7c6-e72d80c22b6b","Half-Handed Cloud","606f25d1-0b01-4d1f-b7c6-e72d80c22b6b"
"100","d4019e11-c719-4338-9198-4c03da0cfb6f","Rosie Thomas","d4019e11-c719-4338-9198-4c03da0cfb6f"
"101",\N,"Stephane de Lucia","5d032d63-a873-4912-ac67-1200a54a80f2"
"102",\N,"Smood vs. Natascha Grin","0"
"103",\N,"The Funky Lowlives","7f67cd3c-4fcf-440e-b46d-7960e208ef8b"
"104","7d07fa7b-5019-4c13-861e-66424c100c37","Buffalo Killers","7d07fa7b-5019-4c13-861e-66424c100c37"
"105","734b8ad4-fe8f-4ebe-9f9b-6ab61f5e8d9f","The Strike Boys","734b8ad4-fe8f-4ebe-9f9b-6ab61f5e8d9f"
"106","4b6aeeb8-db17-4d67-a9cb-2d3f8b841971","Giddy Motors","35a62f10-d591-4be3-994f-72e6f1e10d54"
"107","0e7ef08c-e735-48f9-a07c-cff6b546c978","Mi Ami","0e7ef08c-e735-48f9-a07c-cff6b546c978"
"108","1a52a596-d962-49bf-bed3-68c9a58037a5","IfIHadAHiFi","1a52a596-d962-49bf-bed3-68c9a58037a5"
"109",\N,"Honeyhander","07728fa9-138c-4896-9129-4b07e3ea859b"
"110",\N,"Sea Scouts","28c92a0b-eac8-46fd-bb17-2f3f45c8c2ff"
"111",\N,"Jay-Z & Kanye West","0"
"112","f82bcf78-5b69-4622-a5ef-73800768d9ac","Jay-Z","0"
"113","e0e1db18-f7ba-4dee-95ff-7ae8cf545460","Kid Cudi","e0e1db18-f7ba-4dee-95ff-7ae8cf545460"
"114",\N,"The Throne","d1a1547d-6406-4f06-a520-b9af80c168a0"
"115","14ecd19f-7121-4192-8549-e5056241a42f","Pusha T","14ecd19f-7121-4192-8549-e5056241a42f"
"116","5b9dc76b-8574-4cb5-9496-ab1bc0d35c29","Brandon Flowers","5b9dc76b-8574-4cb5-9496-ab1bc0d35c29"
"117","aa7a2827-f74b-473c-bd79-03d065835cf7","Franz Ferdinand","aa7a2827-f74b-473c-bd79-03d065835cf7"
"118","f181961b-20f7-459e-89de-920ef03c7ed0","The Strokes","f181961b-20f7-459e-89de-920ef03c7ed0"
"119","ada7a83c-e3e1-40f1-93f9-3e73dbc9298a","Arctic Monkeys","ada7a83c-e3e1-40f1-93f9-3e73dbc9298a"
"120","c7020c6d-cae9-4db3-92a7-e5c561cbad50","Keane","c7020c6d-cae9-4db3-92a7-e5c561cbad50"
"121",\N,"KTL","3be1dab9-a43c-44fd-a450-1beed74347f5"
"122","d44e859d-8a41-4d7d-95bd-9828a61abb3b","Pete Swanson","d44e859d-8a41-4d7d-95bd-9828a61abb3b"
"123",\N,"Cut Hands","8c718818-2791-4b06-b46f-8ed5fec7823e"
"124","24f4bc88-cc47-4cce-875e-abb1950d0ef2","Bill Orcutt","24f4bc88-cc47-4cce-875e-abb1950d0ef2"
"125",\N,"Lorenzo Senni","6d048374-a963-4b59-8d49-11406ea8a244"
"126",\N,"Keijo","b2a2a2db-2d5c-449b-b3b7-85d73585f0ee"
"127",\N,"Topaz Rags","586c33a8-2f63-46b0-842c-12c1af53b236"
"128",\N,"Ashtray Navigations","1fe458b5-42e1-4ce7-a766-dcbf135d4843"
"129",\N,"Kuupuu","80ee2784-abad-4c7a-9eed-9b7870aaee21"
"130",\N,"Peter Wright","da508fdb-e060-429d-8c98-c898e20d74d4"
"131","4372b332-2920-4258-ae59-f4735a8aa34a","Mountains","4372b332-2920-4258-ae59-f4735a8aa34a"
"132","02ed0e31-ebe3-4c56-b460-e359fc791eb4","Jasper TX","02ed0e31-ebe3-4c56-b460-e359fc791eb4"
"133",\N,"Richard Skelton","159c5a55-2b11-4578-86be-4c9dc8c6f1f8"
"134",\N,"En","084b5aed-f25c-43bd-99a6-f5ba72ddd74e"
"135",\N,"Aaron Martin","a9575ddb-2072-493e-8071-c9916f46a8f0"
"136","9fa07bb4-8312-4cd7-a19a-4fdbc5797148","Okkervil River","9fa07bb4-8312-4cd7-a19a-4fdbc5797148"
"137","ca208cc7-99cd-4432-894b-38599e554f61","Blue Water White Death","ca208cc7-99cd-4432-894b-38599e554f61"
"138","bf90b717-569f-40f3-b967-4bd7420cdebf","Lost in the Trees","bf90b717-569f-40f3-b967-4bd7420cdebf"
"139","64deac19-021e-4dc1-8d11-658be8763589","Great Lake Swimmers","64deac19-021e-4dc1-8d11-658be8763589"
"140","175d0f58-5c4e-40e1-8bb8-a150cdcbb7e4","Lightning Dust","175d0f58-5c4e-40e1-8bb8-a150cdcbb7e4"
"141","5b234e2f-f1fc-45f9-9cba-e69d230fd37a","Fenech-Soler","5b234e2f-f1fc-45f9-9cba-e69d230fd37a"
"142","fa92553b-3cd5-4876-a7db-1d9dfcdf9fa9","Miami Horror","fa92553b-3cd5-4876-a7db-1d9dfcdf9fa9"
"143","01ab4dea-a4eb-419c-ae2b-dd0b7bc78883","Delphic","01ab4dea-a4eb-419c-ae2b-dd0b7bc78883"
"144","6a65d878-fcd0-42cf-aff9-ca1d636a8bcc","Foals","6a65d878-fcd0-42cf-aff9-ca1d636a8bcc"
"145","6a3d87ad-dd71-4e8f-b8dd-78b61e0e7fe6","Bag Raiders","6a3d87ad-dd71-4e8f-b8dd-78b61e0e7fe6"
"146","36a8177a-05bc-41a8-afb9-14923b7a64fb","Tijuana Panthers","36a8177a-05bc-41a8-afb9-14923b7a64fb"
"147",\N,"Tomorrows Tulips","7114f53b-8b35-4428-ba71-738f255c99a1"
"148","466d8c39-0367-40da-b701-66f6cc798e4e","The Strange Boys","466d8c39-0367-40da-b701-66f6cc798e4e"
"149","be6fc99f-d803-4a85-83b6-753c77fb844a","The Almighty Defenders","be6fc99f-d803-4a85-83b6-753c77fb844a"
"150",\N,"Charlie & The Moonhearts","0"
"151","4b05ba8c-0f7b-4735-b8c1-153a5875a4d8","Tobin Sprout","4b05ba8c-0f7b-4735-b8c1-153a5875a4d8"
"152","e7f29e49-6078-4528-a5dc-5d0eeb8a1437","Robert Pollard","e7f29e49-6078-4528-a5dc-5d0eeb8a1437"
"153","a1fa4157-4027-436b-8464-8788a5303656","Circus Devils","a1fa4157-4027-436b-8464-8788a5303656"
"154","6c85f4c3-026c-4c16-9a7c-f546f42ed0fb","Guided by Voices","6c85f4c3-026c-4c16-9a7c-f546f42ed0fb"
"155","e2554b0a-c275-47af-988b-e30e2876ac9b","Boston Spaceships","e2554b0a-c275-47af-988b-e30e2876ac9b"
"156",\N,"The Spook School","451da3af-6af1-4445-aeca-499707ddcaa6"
"157",\N,"Ace Bushy Striptease","3c52e297-e21d-4bb2-b1c4-707607b33767"
"158","2257bce0-76d8-46a4-817e-c73bb31b14b8","Strawberry Whiplash","2257bce0-76d8-46a4-817e-c73bb31b14b8"
"159",\N,"Brave Irene","3111c2f5-b184-4b71-9797-fa0238ea2189"
"160",\N,"The Slack Republic","5518fb3d-bf01-4c5a-9b1c-6cc8c9616457"
"161","a8ee8df4-65d8-42aa-a9cd-edfa5bab61ac","The 1900s","a8ee8df4-65d8-42aa-a9cd-edfa5bab61ac"
"162",\N,"Cara Beth Satalino","52fae0aa-99e5-493a-a2fb-4158df9bb03f"
"163","2b03e696-edc0-478c-b6b7-b9d6ba9c3c98","Boy Eats Drum Machine","2b03e696-edc0-478c-b6b7-b9d6ba9c3c98"
"164",\N,"Paper Bird","a683dd47-e04d-4853-bf30-35b34ee548e5"
"165","95303251-46d5-4239-89c8-eaf0b0947a11","The Sugarcubes","95303251-46d5-4239-89c8-eaf0b0947a11"
"166","9aaa99df-9383-47df-92af-8bb5e5595815","iamamiwhoami","9aaa99df-9383-47df-92af-8bb5e5595815"
"167",\N,"KUKL","5a75a14d-5994-4d37-a778-d5bbd39c75fe"
"168","e162b2eb-6a42-4240-8c1b-c94d9a0acb73","CocoRosie","e162b2eb-6a42-4240-8c1b-c94d9a0acb73"
"169","4b585938-f271-45e2-b19a-91c634b5e396","Kate Bush","4b585938-f271-45e2-b19a-91c634b5e396"
"170",\N,"The Dirty Secrets","5ab99488-ff67-47c0-ab0c-8727ab774680"
"171",\N,"Captain Black","3fe44971-f3de-444c-8ec0-0ad280a80885"
"172",\N,"The Hair","3d28ba03-e75a-406d-ae2e-3457d39ac273"
"173","a31c5745-713a-40e8-be95-c39ba90c7b75","Sick Figures","a31c5745-713a-40e8-be95-c39ba90c7b75"
"174",\N,"situation leclerq","0"
"175",\N,"Double Dee & Steinski","0"
"176","e0975164-e68b-45d6-9854-d5d0ce84e671","Cut Chemist","e0975164-e68b-45d6-9854-d5d0ce84e671"
"177","b9a8c773-973b-4a0f-8f4e-c21775abf4c5","Rob Swift","b9a8c773-973b-4a0f-8f4e-c21775abf4c5"
"178","cedd2cc6-c77f-4104-b333-0547b29e0b71","Coldcut","cedd2cc6-c77f-4104-b333-0547b29e0b71"
"179","c266a7ab-7b9f-478f-a26d-91c5f8f04c7c","DJ Yoda","c266a7ab-7b9f-478f-a26d-91c5f8f04c7c"
"180",\N,"Kutti MC","a7ee15ed-4cf1-47eb-99f7-92f687af0d17"
"181",\N,"Erik Truffaz Quartet","54da4dfb-fe73-4168-935f-608ea42ee010"
"182","9ab3f7e1-de29-47a0-860f-5449017d9c2a","Heidi Happy","9ab3f7e1-de29-47a0-860f-5449017d9c2a"
"183","bae6429c-ed6e-4144-8a19-598cc641f990","Anna Aaron","bae6429c-ed6e-4144-8a19-598cc641f990"
"184",\N,"Patent Ochsner","d36c44c7-4f6c-4607-ab10-fe4577bdc7ff"
"185",\N,"Alexis P. Suter Band","0"
"186",\N,"Jug Dealers","0"
"187",\N,"LenaHorn","0"
"188","211f3b4e-fd59-4483-97ae-e7c98b381745","joost brands","211f3b4e-fd59-4483-97ae-e7c98b381745"
"189","03549509-7251-4832-b66f-88a2a228abdc","Armando Cacciato","03549509-7251-4832-b66f-88a2a228abdc"
"190","22733271-66a5-4c7b-b932-dbe9d7c10a97","Night Driving in Small Towns","22733271-66a5-4c7b-b932-dbe9d7c10a97"
"191","9899e15a-3892-424f-8db2-b0ef08eb2c0e","Country Mice","9899e15a-3892-424f-8db2-b0ef08eb2c0e"
"192",\N,"Tallahassee","0"
"193","cf2db267-2ccc-4c93-804f-268a52367256","Spanish Prisoners","cf2db267-2ccc-4c93-804f-268a52367256"
"194","8ad16bba-e662-4b9b-bb18-d54b7c584b3c","Thieving Irons","8ad16bba-e662-4b9b-bb18-d54b7c584b3c"
"195","b7c4125d-2867-4e29-ba44-b19a69309c68","Jim James","b7c4125d-2867-4e29-ba44-b19a69309c68"
"196","5cd929d4-7c44-447d-936e-3f07c0edb39f","Yim Yames","5cd929d4-7c44-447d-936e-3f07c0edb39f"
"197","e003d316-67fa-4509-8aac-779bae553bee","Monsters of Folk","e003d316-67fa-4509-8aac-779bae553bee"
"198","9e53f84d-ef44-4c16-9677-5fd4d78cbd7d","Wilco","9e53f84d-ef44-4c16-9677-5fd4d78cbd7d"
"199","e9aed5e5-ed35-4244-872e-194862290295","Dr. Dog","e9aed5e5-ed35-4244-872e-194862290295"
"200",\N,"Ghosts Of Modern Man","950b980a-180c-49ae-8663-04a450192310"
"201",\N,"Maybe Smith","24307c67-64cc-4811-bddc-806743b8dcef"
"202",\N,"Marianne Baker","edb6f53a-515b-4efe-a473-211f5f7b5d7e"
"203",\N,"Ridley Bent","72a142d2-1945-45bc-8f2d-de8f55844368"
"204",\N,"Shawn Hewitt","0"
"205","0d06bb57-c3b6-4188-9b73-826c41c3e29e","Cecil Taylor","0d06bb57-c3b6-4188-9b73-826c41c3e29e"
"206","b2dcc67a-45f9-4b9f-8221-3da4e0d32491","Albert Ayler","b2dcc67a-45f9-4b9f-8221-3da4e0d32491"
"207",\N,"Peter Br├â┬Âtzmann","9b3a1099-3a25-43ca-a5d7-2291af2ba1f3"
"208","ed7156ee-07da-484b-b5a5-be322afa1a34","Art Ensemble Of Chicago","ed7156ee-07da-484b-b5a5-be322afa1a34"
"209","bfbf245a-11e5-4b37-8d92-fc456f96890c","Sam Rivers","bfbf245a-11e5-4b37-8d92-fc456f96890c"
"210","75d63c5c-fd8a-43c1-87e9-ad756d54537b","Coconot","75d63c5c-fd8a-43c1-87e9-ad756d54537b"
"211","854f9e2b-81c1-4248-8b9a-955d9b8acd2c","Astro","854f9e2b-81c1-4248-8b9a-955d9b8acd2c"
"212",\N,"D├â┬½nver","de447818-fe86-423e-a2d5-b1e6138f4209"
"213","904d15da-bd29-40d2-b69e-24612f18803e","Javiera Mena","904d15da-bd29-40d2-b69e-24612f18803e"
"214",\N,"Mar├â┬¡a y Jos├â┬®","0"
"215","466d8c39-0367-40da-b701-66f6cc798e4e","The Strange Boys","466d8c39-0367-40da-b701-66f6cc798e4e"
"216","07a17571-81fc-4cf8-a634-98f0d926d313","Ty Segall","07a17571-81fc-4cf8-a634-98f0d926d313"
"217","b978a42e-0b15-4987-9434-8805370f3f83","The King Khan & BBQ Show","b978a42e-0b15-4987-9434-8805370f3f83"
"218","e940d7a3-01d0-468c-86ea-5dc4d89dcf80","Black Lips","e940d7a3-01d0-468c-86ea-5dc4d89dcf80"
"219","f22a6369-8942-471b-8b9f-522dec4479e0","Nobunny","f22a6369-8942-471b-8b9f-522dec4479e0"
"220","60feda7a-9247-48fe-8892-79f9a7d0d503","Department of Eagles","60feda7a-9247-48fe-8892-79f9a7d0d503"
"221","39d64c18-3018-40b7-af86-b2f658a57b4d","Daniel Rossen","39d64c18-3018-40b7-af86-b2f658a57b4d"
"222","d5cc67b8-1cc4-453b-96e8-44487acdebea","Beach House","d5cc67b8-1cc4-453b-96e8-44487acdebea"
"223","4f416ed7-dda2-45de-a6f1-b986e861cf4b","Deerhunter","4f416ed7-dda2-45de-a6f1-b986e861cf4b"
"224","1bbf31dc-dbc0-4a7a-bf3f-48bc665878e1","Local Natives","1bbf31dc-dbc0-4a7a-bf3f-48bc665878e1"
"225","f51a55d0-5f9a-4df9-8a05-ab7bf56fa49d","Fred Neil","f51a55d0-5f9a-4df9-8a05-ab7bf56fa49d"
"226",\N,"Gene Clark","2b6f3780-6fb6-42c2-95bb-5e080772e38c"
"227","7a64f2ab-0605-466b-92ce-ddeb7bef5d42","Tom Rush","7a64f2ab-0605-466b-92ce-ddeb7bef5d42"
"228","d7f95537-2b48-403d-9ac2-f1fc7aad0960","Bert Jansch","d7f95537-2b48-403d-9ac2-f1fc7aad0960"
"229","ffa665e1-79c0-44fc-b963-6740619b91f5","Jackson C. Frank","ffa665e1-79c0-44fc-b963-6740619b91f5"
"230",\N,"Isobel Campbell & Mark Lanegan","0"
"231","bc5e6e42-73ba-44fa-a41e-3379402f0429","Screaming Trees","bc5e6e42-73ba-44fa-a41e-3379402f0429"
"232","19a2a56f-fd53-4dea-8cec-88046efb0fd5","The Gutter Twins","19a2a56f-fd53-4dea-8cec-88046efb0fd5"
"233","718d45b2-7b8f-4cdc-85a8-26aa01d99bd7","Soulsavers","718d45b2-7b8f-4cdc-85a8-26aa01d99bd7"
"234",\N,"Creature With the Atom Brain","92f7110a-0d26-4d01-8d5d-a400e9b7145f"
"235","5b0a4172-9e7b-42e0-95cc-27d93bffea53","Fred Thomas","3472e30a-bd6f-4e7e-9536-b8fb7cc7f07e"
"236","f77252fa-89da-4cad-91d2-3f19cb8cf4dc","Saturday Looks Good To Me","f77252fa-89da-4cad-91d2-3f19cb8cf4dc"
"237",\N,"Mighty Clouds","4f855ec7-e04f-4bd2-8923-8e6ca555242a"
"238","688d2d9d-8f49-4187-b558-2c961c699ab1","Karl Blau","688d2d9d-8f49-4187-b558-2c961c699ab1"
"239","5cbd0cfa-4edc-44ba-8b63-c80020371b74","Nodzzz","5cbd0cfa-4edc-44ba-8b63-c80020371b74"
"240","224674a6-b81b-4744-9f5f-29d555a21821","Goldmund","6ea0f255-4920-44e4-89ff-586c27b219a0"
"241","5b9d784c-33eb-4a78-a976-c97b672370fa","Hammock","5b9d784c-33eb-4a78-a976-c97b672370fa"
"242","adb436c5-6633-4a67-8318-d15a813f6325","Keith Kenniff","adb436c5-6633-4a67-8318-d15a813f6325"
"243","195f9eff-9af2-43b6-87ea-bd1c0cffc254","Epic45","195f9eff-9af2-43b6-87ea-bd1c0cffc254"
"244","1b06328e-0e57-4ad7-a2a0-d7bbb76733fa","The American Dollar","1b06328e-0e57-4ad7-a2a0-d7bbb76733fa"
"245","adb436c5-6633-4a67-8318-d15a813f6325","Keith Kenniff","adb436c5-6633-4a67-8318-d15a813f6325"
"246","2dc4f948-ab1a-4b56-a05a-effe56f09c26","Helios","50a32791-ee43-4c67-aabc-3dc65e4a9838"
"247","e0443586-8830-4b7a-91c1-d6876c16d669","Sylvain Chauveau","e0443586-8830-4b7a-91c1-d6876c16d669"
"248","cc228c72-3564-4887-aeb8-4b270929e4fe","Library Tapes","cc228c72-3564-4887-aeb8-4b270929e4fe"
"249","e60a4481-472a-42cf-a84d-6a9419e4e5e3","Peter Broderick","e60a4481-472a-42cf-a84d-6a9419e4e5e3"
"250","4661d98a-95bd-4cf1-a693-4f9f25691ada","The Asteroids Galaxy Tour","4661d98a-95bd-4cf1-a693-4f9f25691ada"
"251","2e547c75-36c1-49d0-984e-b14498c936f0","Ladyhawke","2e547c75-36c1-49d0-984e-b14498c936f0"
"252","edbc42ea-6040-4414-8c4c-9eb7d503f64c","Little Boots","edbc42ea-6040-4414-8c4c-9eb7d503f64c"
"253","6e0c7c0e-cba5-4c2c-a652-38f71ef5785d","Lily Allen","6e0c7c0e-cba5-4c2c-a652-38f71ef5785d"
"254","49018fd2-95ef-4f7e-92bb-813159909314","Kate Nash","49018fd2-95ef-4f7e-92bb-813159909314"
"255","0f3515b0-75c9-46c9-b26c-4cd05d26eae7","Neil Young & Crazy Horse","0f3515b0-75c9-46c9-b26c-4cd05d26eae7"
"256",\N,"The Squires","c97d7733-76cb-4e5d-8518-cbf70bcc8487"
"257","22dc19af-d085-4c9b-adfb-22ec256251f1","Buffalo Springfield","22dc19af-d085-4c9b-adfb-22ec256251f1"
"258",\N,"Crazy Horse","b73a8f36-1f3f-4198-9c85-c93edae15113"
"259","46a782ea-4308-476b-abd1-a91b197f3037","Crosby, Stills, Nash & Young","46a782ea-4308-476b-abd1-a91b197f3037"
"260","a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432","U2","704acdbb-1415-4782-b0b6-0596b8c55e46"
"261","7acfc09d-1b3b-4524-aff0-c705844109c6","The Minus 5","7acfc09d-1b3b-4524-aff0-c705844109c6"
"262","83b9cbe7-9857-49e2-ab8e-b57b01038103","Pearl Jam","83b9cbe7-9857-49e2-ab8e-b57b01038103"
"263",\N,"Michael Stipe","905a8f9b-03dc-4f47-b9bb-ecce7ea13ab1"
"264","a94a7155-c79d-4409-9fcf-220cb0e4dc3a","Talking Heads","a94a7155-c79d-4409-9fcf-220cb0e4dc3a"
"265","0eee89dc-7d86-4a15-97be-011652c49288","Conor Oberst","0eee89dc-7d86-4a15-97be-011652c49288"
"266","67e2b81b-9b86-4bf6-b2cc-767dc9967642","Conor Oberst and the Mystic Valley Band","67e2b81b-9b86-4bf6-b2cc-767dc9967642"
"267",\N,"Desaparecidos","777cf761-b5aa-46b1-a6c1-0ba4fea39e8e"
"268","e003d316-67fa-4509-8aac-779bae553bee","Monsters of Folk","e003d316-67fa-4509-8aac-779bae553bee"
"269",\N,"Commander Venus","5d2243c4-2c9d-4fea-b376-09ddbb2fcb1b"
"270",\N,"Megapuss","16d4c7d3-23ae-4cd9-9518-f5858c0d1afa"
"271","e162b2eb-6a42-4240-8c1b-c94d9a0acb73","CocoRosie","e162b2eb-6a42-4240-8c1b-c94d9a0acb73"
"272","328068c9-ee60-408e-8c24-b1dc1ae08b94","Vetiver","328068c9-ee60-408e-8c24-b1dc1ae08b94"
"273","68a0067a-7a3a-43d3-bd91-391ea7600d8c","Little Joy","68a0067a-7a3a-43d3-bd91-391ea7600d8c"
"274",\N,"Devendra Banhart & Jana Hunter","0"
"275","c58ad99e-47ba-454b-abbe-cd72a691b46b","Colin Meloy","c58ad99e-47ba-454b-abbe-cd72a691b46b"
"276",\N,"Tarkio","9b07f7a3-6d1a-4592-935c-4c0c798d6cea"
"277","25b75a66-ce83-4db3-b136-395a3c3784c4","The New Pornographers","25b75a66-ce83-4db3-b136-395a3c3784c4"
"278","c3f28da8-662d-4f09-bdc7-3084bf685930","Iron & Wine","c3f28da8-662d-4f09-bdc7-3084bf685930"
"279","081b133e-ce74-42ba-92c1-c18234acb532","Andrew Bird","081b133e-ce74-42ba-92c1-c18234acb532"
